Feedback_ID,Text,Topic,Channel,Sentiment
FB01961,Saya sangat puas dengan layanan bank ini,Mobile Banking,Mobile App,positive
FB01051,Proses pengajuan kredit terlalu lama,Mobile Banking,Mobile App,negative
FB01973,ATM sering tidak bisa digunakan,Savings,Call Center,negative
FB01442,Aplikasi mobile banking sangat mudah digunakan,ATM,Branch,positive
FB00602,Aplikasi mobile banking sangat mudah digunakan,ATM,Branch,positive
FB01282,Aplikasi mobile banking sangat mudah digunakan,Mobile Banking,Branch,positive
FB00244,Proses transaksi berjalan lancar dan cepat,Savings,ATM,positive
FB01337,Bagaimana cara mengganti PIN kartu,ATM,Branch,neutral
FB01068,Aplikasi banking sering error saat saya gunakan,Loan,Call Center,negative
FB01476,Saya ingin informasi tentang produk tabungan,Savings,Mobile App,neutral
FB00313,ATM sering tidak bisa digunakan,Card,Call Center,negative
FB00436,Saya ingin informasi tentang produk tabungan,Transaction,Mobile App,neutral
FB01899,Apa syarat pengajuan KPR,Transaction,ATM,neutral
FB01329,Transaksi saya gagal dan saldo belum kembali,Savings,ATM,negative
FB00309,Transaksi saya gagal dan saldo belum kembali,Mobile Banking,ATM,negative
FB00431,Proses pengajuan kredit terlalu lama,Loan,Mobile App,negative
FB00661,Saya sangat puas dengan layanan bank ini,Customer Service,Mobile App,positive
FB00371,Proses pengajuan kredit terlalu lama,ATM,Mobile App,negative
FB00567,Transfer berhasil tanpa masalah,ATM,Branch,positive
FB00980,Saya ingin mengetahui jam operasional cabang,ATM,Email,neutral
FB00182,Aplikasi mobile banking sangat mudah digunakan,ATM,Branch,positive
FB01363,Pelayanan customer service sangat cepat dan membantu,Card,Call Center,positive
FB00622,Aplikasi mobile banking sangat mudah digunakan,Savings,Branch,positive
FB00819,Apa syarat pengajuan KPR,ATM,ATM,neutral
FB01193,ATM sering tidak bisa digunakan,Customer Service,Call Center,negative
FB00953,ATM sering tidak bisa digunakan,Mobile Banking,Call Center,negative
FB01422,Aplikasi mobile banking sangat mudah digunakan,Mobile Banking,Branch,positive
FB01841,Saya sangat puas dengan layanan bank ini,ATM,Mobile App,positive
FB00923,Pelayanan customer service sangat cepat dan membantu,Savings,Call Center,positive
FB01074,Aplikasi sulit digunakan dan sering logout,Customer Service,ATM,negative
FB00297,Bagaimana cara mengganti PIN kartu,Customer Service,Branch,neutral
FB00967,Transfer berhasil tanpa masalah,Mobile Banking,Branch,positive
FB00462,Aplikasi mobile banking sangat mudah digunakan,ATM,Branch,positive
FB01303,Pelayanan customer service sangat cepat dan membantu,Mobile Banking,Call Center,positive
FB01177,Bagaimana cara mengganti PIN kartu,Mobile Banking,Branch,neutral
FB00378,Saya ingin mengetahui limit kartu kredit,ATM,Call Center,neutral
FB00799,Apa syarat pengajuan KPR,Mobile Banking,ATM,neutral
FB01103,Pelayanan customer service sangat cepat dan membantu,Loan,Call Center,positive
FB00106,Petugas bank ramah dan profesional,Mobile Banking,Mobile App,positive
FB00127,Transfer berhasil tanpa masalah,Mobile Banking,Branch,positive
FB01996,Saya ingin informasi tentang produk tabungan,Mobile Banking,Mobile App,neutral
FB00839,Apa syarat pengajuan KPR,Savings,ATM,neutral
FB00356,Saya ingin informasi tentang produk tabungan,Savings,Mobile App,neutral
FB01617,Bagaimana cara mengganti PIN kartu,ATM,Branch,neutral
FB00683,Pelayanan customer service sangat cepat dan membantu,Loan,Call Center,positive
FB00813,ATM sering tidak bisa digunakan,Mobile Banking,Call Center,negative
FB01681,Saya sangat puas dengan layanan bank ini,Mobile Banking,Mobile App,positive
FB00210,Customer service lambat merespons keluhan saya,ATM,Email,negative
FB01493,ATM sering tidak bisa digunakan,Transaction,Call Center,negative
FB00141,Saya sangat puas dengan layanan bank ini,Mobile Banking,Mobile App,positive
FB01975,Saya tidak puas dengan pelayanan bank,Mobile Banking,Email,negative
FB01340,Saya ingin mengetahui jam operasional cabang,Customer Service,Email,neutral
FB01798,Saya ingin mengetahui limit kartu kredit,Savings,Call Center,neutral
FB01575,Saya tidak puas dengan pelayanan bank,ATM,Email,negative
FB01182,Aplikasi mobile banking sangat mudah digunakan,Savings,Branch,positive
FB01394,Aplikasi sulit digunakan dan sering logout,Mobile Banking,ATM,negative
FB01816,Saya ingin informasi tentang produk tabungan,Customer Service,Mobile App,neutral
FB00712,Saya kecewa karena biaya administrasi terlalu tinggi,Card,Branch,negative
FB01794,Aplikasi sulit digunakan dan sering logout,Transaction,ATM,negative
FB00893,ATM sering tidak bisa digunakan,Loan,Call Center,negative
FB00860,Saya ingin mengetahui jam operasional cabang,Savings,Email,neutral
FB00011,Proses pengajuan kredit terlalu lama,Loan,Mobile App,negative
FB01695,Saya tidak puas dengan pelayanan bank,Mobile Banking,Email,negative
FB01428,Aplikasi banking sering error saat saya gunakan,ATM,Call Center,negative
FB00283,Pelayanan customer service sangat cepat dan membantu,Customer Service,Call Center,positive
FB00811,Proses pengajuan kredit terlalu lama,Savings,Mobile App,negative
FB01342,Aplikasi mobile banking sangat mudah digunakan,Card,Branch,positive
FB00292,Saya kecewa karena biaya administrasi terlalu tinggi,Card,Branch,negative
FB00755,Saya tidak puas dengan pelayanan bank,Savings,Email,negative
FB00627,Transfer berhasil tanpa masalah,Loan,Branch,positive
FB00944,Proses transaksi berjalan lancar dan cepat,Savings,ATM,positive
FB00862,Aplikasi mobile banking sangat mudah digunakan,Mobile Banking,Branch,positive
FB00130,Customer service lambat merespons keluhan saya,Loan,Email,negative
FB01176,Saya ingin informasi tentang produk tabungan,ATM,Mobile App,neutral
FB00324,Proses transaksi berjalan lancar dan cepat,Transaction,ATM,positive
FB01091,Proses pengajuan kredit terlalu lama,Savings,Mobile App,negative
FB00844,Proses transaksi berjalan lancar dan cepat,Loan,ATM,positive
FB00964,Proses transaksi berjalan lancar dan cepat,Card,ATM,positive
FB01865,Saya suka fitur mobile banking yang lengkap,Customer Service,Email,positive
FB00866,Petugas bank ramah dan profesional,Card,Mobile App,positive
FB00922,Aplikasi mobile banking sangat mudah digunakan,Card,Branch,positive
FB00696,Saya ingin informasi tentang produk tabungan,Customer Service,Mobile App,neutral
FB00216,Saya ingin informasi tentang produk tabungan,Savings,Mobile App,neutral
FB01781,Saya sangat puas dengan layanan bank ini,Customer Service,Mobile App,positive
FB01262,Aplikasi mobile banking sangat mudah digunakan,Transaction,Branch,positive
FB00159,Apa syarat pengajuan KPR,Card,ATM,neutral
FB01059,Apa syarat pengajuan KPR,Transaction,ATM,neutral
FB00989,Transaksi saya gagal dan saldo belum kembali,Transaction,ATM,negative
FB00842,Aplikasi mobile banking sangat mudah digunakan,Transaction,Branch,positive
FB00635,Saya tidak puas dengan pelayanan bank,Card,Email,negative
FB00517,Bagaimana cara mengganti PIN kartu,Savings,Branch,neutral
FB01429,Transaksi saya gagal dan saldo belum kembali,Mobile Banking,ATM,negative
FB01748,Aplikasi banking sering error saat saya gunakan,Card,Call Center,negative
FB00598,Saya ingin mengetahui limit kartu kredit,Customer Service,Call Center,neutral
FB00196,Saya ingin informasi tentang produk tabungan,ATM,Mobile App,neutral
FB01784,Proses transaksi berjalan lancar dan cepat,Savings,ATM,positive
FB00870,Customer service lambat merespons keluhan saya,Transaction,Email,negative
FB00411,Proses pengajuan kredit terlalu lama,Card,Mobile App,negative
FB00097,Bagaimana cara mengganti PIN kartu,Savings,Branch,neutral
FB01001,Saya sangat puas dengan layanan bank ini,ATM,Mobile App,positive
FB01506,Petugas bank ramah dan profesional,Mobile Banking,Mobile App,positive
FB00157,Bagaimana cara mengganti PIN kartu,Customer Service,Branch,neutral
FB00420,Saya ingin mengetahui jam operasional cabang,ATM,Email,neutral
FB01803,Pelayanan customer service sangat cepat dan membantu,Loan,Call Center,positive
FB00478,Saya ingin mengetahui limit kartu kredit,Transaction,Call Center,neutral
FB01856,Saya ingin informasi tentang produk tabungan,Mobile Banking,Mobile App,neutral
FB00669,Transaksi saya gagal dan saldo belum kembali,Loan,ATM,negative
FB01418,Saya ingin mengetahui limit kartu kredit,Loan,Call Center,neutral
FB01872,Saya kecewa karena biaya administrasi terlalu tinggi,Customer Service,Branch,negative
FB01300,Saya ingin mengetahui jam operasional cabang,Card,Email,neutral
FB00448,Aplikasi banking sering error saat saya gunakan,ATM,Call Center,negative
FB00554,Aplikasi sulit digunakan dan sering logout,Mobile Banking,ATM,negative
FB00179,Apa syarat pengajuan KPR,Loan,ATM,neutral
FB00391,Proses pengajuan kredit terlalu lama,Savings,Mobile App,negative
FB00579,Apa syarat pengajuan KPR,Card,ATM,neutral
FB01478,Saya ingin mengetahui limit kartu kredit,Mobile Banking,Call Center,neutral
FB01707,Transfer berhasil tanpa masalah,Savings,Branch,positive
FB01288,Aplikasi banking sering error saat saya gunakan,ATM,Call Center,negative
FB01645,Saya suka fitur mobile banking yang lengkap,ATM,Email,positive
FB01024,Proses transaksi berjalan lancar dan cepat,Transaction,ATM,positive
FB00821,Saya sangat puas dengan layanan bank ini,Transaction,Mobile App,positive
FB01825,Saya suka fitur mobile banking yang lengkap,Card,Email,positive
FB00985,Saya suka fitur mobile banking yang lengkap,Card,Email,positive
FB01339,Apa syarat pengajuan KPR,Transaction,ATM,neutral
FB00665,Saya suka fitur mobile banking yang lengkap,ATM,Email,positive
FB00143,Pelayanan customer service sangat cepat dan membantu,Customer Service,Call Center,positive
FB01517,Bagaimana cara mengganti PIN kartu,Card,Branch,neutral
FB01430,Customer service lambat merespons keluhan saya,Transaction,Email,negative
FB00865,Saya suka fitur mobile banking yang lengkap,Loan,Email,positive
FB00422,Aplikasi mobile banking sangat mudah digunakan,Transaction,Branch,positive
FB00637,Bagaimana cara mengganti PIN kartu,ATM,Branch,neutral
FB01407,Transfer berhasil tanpa masalah,ATM,Branch,positive
FB00800,Saya ingin mengetahui jam operasional cabang,Transaction,Email,neutral
FB01404,Proses transaksi berjalan lancar dan cepat,Loan,ATM,positive
FB00616,Saya ingin informasi tentang produk tabungan,ATM,Mobile App,neutral
FB00295,Saya tidak puas dengan pelayanan bank,Mobile Banking,Email,negative
FB00924,Proses transaksi berjalan lancar dan cepat,ATM,ATM,positive
FB01269,Transaksi saya gagal dan saldo belum kembali,Transaction,ATM,negative
FB01903,Pelayanan customer service sangat cepat dan membantu,Savings,Call Center,positive
FB00089,Transaksi saya gagal dan saldo belum kembali,Card,ATM,negative
FB00042,Aplikasi mobile banking sangat mudah digunakan,ATM,Branch,positive
FB01802,Aplikasi mobile banking sangat mudah digunakan,Customer Service,Branch,positive
FB01934,Aplikasi sulit digunakan dan sering logout,Transaction,ATM,negative
FB00132,Saya kecewa karena biaya administrasi terlalu tinggi,Savings,Branch,negative
FB01002,Aplikasi mobile banking sangat mudah digunakan,Mobile Banking,Branch,positive
FB01158,Saya ingin mengetahui limit kartu kredit,Customer Service,Call Center,neutral
FB01095,Saya tidak puas dengan pelayanan bank,Customer Service,Email,negative
FB01855,Saya tidak puas dengan pelayanan bank,ATM,Email,negative
FB01345,Saya suka fitur mobile banking yang lengkap,Mobile Banking,Email,positive
FB01499,Apa syarat pengajuan KPR,Mobile Banking,ATM,neutral
FB00165,Saya suka fitur mobile banking yang lengkap,Loan,Email,positive
FB00725,Saya suka fitur mobile banking yang lengkap,Loan,Email,positive
FB00291,Proses pengajuan kredit terlalu lama,Loan,Mobile App,negative
FB01209,Transaksi saya gagal dan saldo belum kembali,Card,ATM,negative
FB01589,Transaksi saya gagal dan saldo belum kembali,ATM,ATM,negative
FB01897,Bagaimana cara mengganti PIN kartu,ATM,Branch,neutral
FB01642,Aplikasi mobile banking sangat mudah digunakan,Loan,Branch,positive
FB01362,Aplikasi mobile banking sangat mudah digunakan,Loan,Branch,positive
FB00779,Apa syarat pengajuan KPR,Transaction,ATM,neutral
FB00840,Saya ingin mengetahui jam operasional cabang,ATM,Email,neutral
FB00349,Transaksi saya gagal dan saldo belum kembali,Savings,ATM,negative
FB01945,Saya suka fitur mobile banking yang lengkap,Savings,Email,positive
FB00572,Saya kecewa karena biaya administrasi terlalu tinggi,Card,Branch,negative
FB00918,Saya ingin mengetahui limit kartu kredit,Mobile Banking,Call Center,neutral
FB00977,Bagaimana cara mengganti PIN kartu,Loan,Branch,neutral
FB01914,Aplikasi sulit digunakan dan sering logout,Customer Service,ATM,negative
FB01469,Transaksi saya gagal dan saldo belum kembali,Savings,ATM,negative
FB01592,Saya kecewa karena biaya administrasi terlalu tinggi,Customer Service,Branch,negative
FB01318,Saya ingin mengetahui limit kartu kredit,Transaction,Call Center,neutral
FB01845,Saya suka fitur mobile banking yang lengkap,Loan,Email,positive
FB00137,Bagaimana cara mengganti PIN kartu,Loan,Branch,neutral
FB00459,Apa syarat pengajuan KPR,Loan,ATM,neutral
FB00376,Saya ingin informasi tentang produk tabungan,Card,Mobile App,neutral
FB01343,Pelayanan customer service sangat cepat dan membantu,Savings,Call Center,positive
FB00334,Aplikasi sulit digunakan dan sering logout,Card,ATM,negative
FB01160,Saya ingin mengetahui jam operasional cabang,Card,Email,neutral
FB01761,Saya sangat puas dengan layanan bank ini,Loan,Mobile App,positive
FB01458,Saya ingin mengetahui limit kartu kredit,Transaction,Call Center,neutral
FB00817,Bagaimana cara mengganti PIN kartu,Card,Branch,neutral
FB01115,Saya tidak puas dengan pelayanan bank,Transaction,Email,negative
FB01006,Petugas bank ramah dan profesional,Card,Mobile App,positive
FB01857,Bagaimana cara mengganti PIN kartu,Transaction,Branch,neutral
FB01955,Saya tidak puas dengan pelayanan bank,Transaction,Email,negative
FB01851,Proses pengajuan kredit terlalu lama,Customer Service,Mobile App,negative
FB00911,Proses pengajuan kredit terlalu lama,Mobile Banking,Mobile App,negative
FB01930,Customer service lambat merespons keluhan saya,Card,Email,negative
FB01126,Petugas bank ramah dan profesional,Savings,Mobile App,positive
FB00329,Transaksi saya gagal dan saldo belum kembali,ATM,ATM,negative
FB01248,Aplikasi banking sering error saat saya gunakan,Transaction,Call Center,negative
FB00319,Apa syarat pengajuan KPR,Loan,ATM,neutral
FB01690,Customer service lambat merespons keluhan saya,Customer Service,Email,negative
FB01359,Apa syarat pengajuan KPR,Mobile Banking,ATM,neutral
FB01733,ATM sering tidak bisa digunakan,Loan,Call Center,negative
FB00168,Aplikasi banking sering error saat saya gunakan,ATM,Call Center,negative
FB00013,ATM sering tidak bisa digunakan,Savings,Call Center,negative
FB01927,Transfer berhasil tanpa masalah,Transaction,Branch,positive
FB00172,Saya kecewa karena biaya administrasi terlalu tinggi,Loan,Branch,negative
FB00650,Customer service lambat merespons keluhan saya,Savings,Email,negative
FB01062,Aplikasi mobile banking sangat mudah digunakan,Card,Branch,positive
FB00261,Saya sangat puas dengan layanan bank ini,Transaction,Mobile App,positive
FB01367,Transfer berhasil tanpa masalah,Transaction,Branch,positive
FB01549,Transaksi saya gagal dan saldo belum kembali,Transaction,ATM,negative
FB00902,Aplikasi mobile banking sangat mudah digunakan,Savings,Branch,positive
FB00673,ATM sering tidak bisa digunakan,Mobile Banking,Call Center,negative
FB00259,Apa syarat pengajuan KPR,ATM,ATM,neutral
FB00845,Saya suka fitur mobile banking yang lengkap,Card,Email,positive
FB00868,Aplikasi banking sering error saat saya gunakan,ATM,Call Center,negative
FB01800,Saya ingin mengetahui jam operasional cabang,Mobile Banking,Email,neutral
FB00139,Apa syarat pengajuan KPR,Savings,ATM,neutral
FB00894,Aplikasi sulit digunakan dan sering logout,Card,ATM,negative
FB01838,Saya ingin mengetahui limit kartu kredit,Loan,Call Center,neutral
FB00550,Customer service lambat merespons keluhan saya,Loan,Email,negative
FB00320,Saya ingin mengetahui jam operasional cabang,Card,Email,neutral
FB01527,Transfer berhasil tanpa masalah,Mobile Banking,Branch,positive
FB01806,Petugas bank ramah dan profesional,ATM,Mobile App,positive
FB01178,Saya ingin mengetahui limit kartu kredit,Transaction,Call Center,neutral
FB00559,Apa syarat pengajuan KPR,Savings,ATM,neutral
FB00140,Saya ingin mengetahui jam operasional cabang,ATM,Email,neutral
FB01735,Saya tidak puas dengan pelayanan bank,Savings,Email,negative
FB00532,Saya kecewa karena biaya administrasi terlalu tinggi,ATM,Branch,negative
FB00225,Saya suka fitur mobile banking yang lengkap,Mobile Banking,Email,positive
FB00724,Proses transaksi berjalan lancar dan cepat,Customer Service,ATM,positive
FB00787,Transfer berhasil tanpa masalah,Customer Service,Branch,positive
FB01718,Saya ingin mengetahui limit kartu kredit,Customer Service,Call Center,neutral
FB01008,Aplikasi banking sering error saat saya gunakan,ATM,Call Center,negative
FB00410,Customer service lambat merespons keluhan saya,Loan,Email,negative
FB00326,Petugas bank ramah dan profesional,Loan,Mobile App,positive
FB01766,Petugas bank ramah dan profesional,Transaction,Mobile App,positive
FB00300,Saya ingin mengetahui jam operasional cabang,Savings,Email,neutral
FB01263,Pelayanan customer service sangat cepat dan membantu,Customer Service,Call Center,positive
FB01946,Petugas bank ramah dan profesional,ATM,Mobile App,positive
FB00026,Petugas bank ramah dan profesional,Card,Mobile App,positive
FB01859,Apa syarat pengajuan KPR,Loan,ATM,neutral
FB00715,Saya tidak puas dengan pelayanan bank,Mobile Banking,Email,negative
FB01010,Customer service lambat merespons keluhan saya,Transaction,Email,negative
FB00194,Aplikasi sulit digunakan dan sering logout,Card,ATM,negative
FB00441,Saya sangat puas dengan layanan bank ini,ATM,Mobile App,positive
FB00574,Aplikasi sulit digunakan dan sering logout,ATM,ATM,negative
FB00947,Transfer berhasil tanpa masalah,Transaction,Branch,positive
FB00998,Saya ingin mengetahui limit kartu kredit,Loan,Call Center,neutral
FB00504,Proses transaksi berjalan lancar dan cepat,ATM,ATM,positive
FB00606,Petugas bank ramah dan profesional,Loan,Mobile App,positive
FB01717,Bagaimana cara mengganti PIN kartu,Transaction,Branch,neutral
FB01164,Proses transaksi berjalan lancar dan cepat,Transaction,ATM,positive
FB01787,Transfer berhasil tanpa masalah,Transaction,Branch,positive
FB00847,Transfer berhasil tanpa masalah,ATM,Branch,positive
FB00004,Proses transaksi berjalan lancar dan cepat,Loan,ATM,positive
FB01287,Transfer berhasil tanpa masalah,Savings,Branch,positive
FB01223,Pelayanan customer service sangat cepat dan membantu,Card,Call Center,positive
FB00468,Aplikasi banking sering error saat saya gunakan,Savings,Call Center,negative
FB00322,Aplikasi mobile banking sangat mudah digunakan,ATM,Branch,positive
FB00006,Petugas bank ramah dan profesional,Savings,Mobile App,positive
FB00223,Pelayanan customer service sangat cepat dan membantu,Savings,Call Center,positive
FB01375,Saya tidak puas dengan pelayanan bank,Customer Service,Email,negative
FB00548,Aplikasi banking sering error saat saya gunakan,Transaction,Call Center,negative
FB00229,Transaksi saya gagal dan saldo belum kembali,Card,ATM,negative
FB00040,Saya ingin mengetahui jam operasional cabang,Card,Email,neutral
FB00543,Pelayanan customer service sangat cepat dan membantu,Loan,Call Center,positive
FB00243,Pelayanan customer service sangat cepat dan membantu,Card,Call Center,positive
FB00899,Apa syarat pengajuan KPR,Customer Service,ATM,neutral
FB01134,Aplikasi sulit digunakan dan sering logout,ATM,ATM,negative
FB01449,Transaksi saya gagal dan saldo belum kembali,ATM,ATM,negative
FB01869,Transaksi saya gagal dan saldo belum kembali,ATM,ATM,negative
FB00843,Pelayanan customer service sangat cepat dan membantu,Customer Service,Call Center,positive
FB01419,Apa syarat pengajuan KPR,Card,ATM,neutral
FB01654,Aplikasi sulit digunakan dan sering logout,Transaction,ATM,negative
FB01970,Customer service lambat merespons keluhan saya,Customer Service,Email,negative
FB00662,Aplikasi mobile banking sangat mudah digunakan,Loan,Branch,positive
FB01211,Proses pengajuan kredit terlalu lama,ATM,Mobile App,negative
FB00315,Saya tidak puas dengan pelayanan bank,ATM,Email,negative
FB00692,Saya kecewa karena biaya administrasi terlalu tinggi,Savings,Branch,negative
FB01504,Proses transaksi berjalan lancar dan cepat,Savings,ATM,positive
FB00425,Saya suka fitur mobile banking yang lengkap,Card,Email,positive
FB00595,Saya tidak puas dengan pelayanan bank,ATM,Email,negative
FB01964,Proses transaksi berjalan lancar dan cepat,Loan,ATM,positive
FB00623,Pelayanan customer service sangat cepat dan membantu,ATM,Call Center,positive
FB01171,Proses pengajuan kredit terlalu lama,Transaction,Mobile App,negative
FB01044,Proses transaksi berjalan lancar dan cepat,Mobile Banking,ATM,positive
FB00228,Aplikasi banking sering error saat saya gunakan,Loan,Call Center,negative
FB01118,Saya ingin mengetahui limit kartu kredit,Card,Call Center,neutral
FB01332,Saya kecewa karena biaya administrasi terlalu tinggi,Transaction,Branch,negative
FB01316,Saya ingin informasi tentang produk tabungan,ATM,Mobile App,neutral
FB00067,Transfer berhasil tanpa masalah,Loan,Branch,positive
FB00025,Saya suka fitur mobile banking yang lengkap,Loan,Email,positive
FB00145,Saya suka fitur mobile banking yang lengkap,Card,Email,positive
FB00537,Bagaimana cara mengganti PIN kartu,Card,Branch,neutral
FB00812,Saya kecewa karena biaya administrasi terlalu tinggi,ATM,Branch,negative
FB01467,Transfer berhasil tanpa masalah,Loan,Branch,positive
FB00086,Petugas bank ramah dan profesional,Transaction,Mobile App,positive
FB01661,Saya sangat puas dengan layanan bank ini,Transaction,Mobile App,positive
FB01646,Petugas bank ramah dan profesional,Mobile Banking,Mobile App,positive
FB01805,Saya suka fitur mobile banking yang lengkap,Savings,Email,positive
FB01818,Saya ingin mengetahui limit kartu kredit,Card,Call Center,neutral
FB01577,Bagaimana cara mengganti PIN kartu,Transaction,Branch,neutral
FB01145,Saya suka fitur mobile banking yang lengkap,Loan,Email,positive
FB00363,Pelayanan customer service sangat cepat dan membantu,Savings,Call Center,positive
FB01612,Saya kecewa karena biaya administrasi terlalu tinggi,Transaction,Branch,negative
FB01866,Petugas bank ramah dan profesional,Loan,Mobile App,positive
FB01027,Transfer berhasil tanpa masalah,Card,Branch,positive
FB01031,Proses pengajuan kredit terlalu lama,Transaction,Mobile App,negative
FB01304,Proses transaksi berjalan lancar dan cepat,Transaction,ATM,positive
FB01356,Saya ingin informasi tentang produk tabungan,Card,Mobile App,neutral
FB01731,Proses pengajuan kredit terlalu lama,Transaction,Mobile App,negative
FB00666,Petugas bank ramah dan profesional,Mobile Banking,Mobile App,positive
FB00365,Saya suka fitur mobile banking yang lengkap,Mobile Banking,Email,positive
FB00078,Saya ingin mengetahui limit kartu kredit,Mobile Banking,Call Center,neutral
FB00028,Aplikasi banking sering error saat saya gunakan,ATM,Call Center,negative
FB01437,Bagaimana cara mengganti PIN kartu,Transaction,Branch,neutral
FB00526,Petugas bank ramah dan profesional,Mobile Banking,Mobile App,positive
FB01835,Saya tidak puas dengan pelayanan bank,Mobile Banking,Email,negative
FB00056,Saya ingin informasi tentang produk tabungan,ATM,Mobile App,neutral
FB00639,Apa syarat pengajuan KPR,Transaction,ATM,neutral
FB00303,Pelayanan customer service sangat cepat dan membantu,Transaction,Call Center,positive
FB00719,Apa syarat pengajuan KPR,Card,ATM,neutral
FB00625,Saya suka fitur mobile banking yang lengkap,Transaction,Email,positive
FB00008,Aplikasi banking sering error saat saya gunakan,Mobile Banking,Call Center,negative
FB00804,Proses transaksi berjalan lancar dan cepat,Savings,ATM,positive
FB01050,Customer service lambat merespons keluhan saya,ATM,Email,negative
FB00337,Bagaimana cara mengganti PIN kartu,Mobile Banking,Branch,neutral
FB00048,Aplikasi banking sering error saat saya gunakan,Savings,Call Center,negative
FB01764,Proses transaksi berjalan lancar dan cepat,ATM,ATM,positive
FB00107,Transfer berhasil tanpa masalah,Transaction,Branch,positive
FB00350,Customer service lambat merespons keluhan saya,ATM,Email,negative
FB01080,Saya ingin mengetahui jam operasional cabang,Transaction,Email,neutral
FB00239,Apa syarat pengajuan KPR,Mobile Banking,ATM,neutral
FB00214,Aplikasi sulit digunakan dan sering logout,Loan,ATM,negative
FB01776,Saya ingin informasi tentang produk tabungan,Card,Mobile App,neutral
FB01139,Apa syarat pengajuan KPR,Card,ATM,neutral
FB00794,Aplikasi sulit digunakan dan sering logout,Customer Service,ATM,negative
FB01587,Transfer berhasil tanpa masalah,Card,Branch,positive
FB01583,Pelayanan customer service sangat cepat dan membantu,Mobile Banking,Call Center,positive
FB01672,Saya kecewa karena biaya administrasi terlalu tinggi,Savings,Branch,negative
FB00524,Proses transaksi berjalan lancar dan cepat,Savings,ATM,positive
FB00233,ATM sering tidak bisa digunakan,Transaction,Call Center,negative
FB00645,Saya suka fitur mobile banking yang lengkap,Mobile Banking,Email,positive
FB01508,Aplikasi banking sering error saat saya gunakan,Customer Service,Call Center,negative
FB00534,Aplikasi sulit digunakan dan sering logout,Transaction,ATM,negative
FB01942,Aplikasi mobile banking sangat mudah digunakan,Customer Service,Branch,positive
FB00604,Proses transaksi berjalan lancar dan cepat,Transaction,ATM,positive
FB01330,Customer service lambat merespons keluhan saya,ATM,Email,negative
FB01075,Saya tidak puas dengan pelayanan bank,Loan,Email,negative
FB01305,Saya suka fitur mobile banking yang lengkap,Customer Service,Email,positive
FB00061,Saya sangat puas dengan layanan bank ini,Card,Mobile App,positive
FB01264,Proses transaksi berjalan lancar dan cepat,Loan,ATM,positive
FB00093,ATM sering tidak bisa digunakan,Transaction,Call Center,negative
FB00667,Transfer berhasil tanpa masalah,Transaction,Branch,positive
FB00281,Saya sangat puas dengan layanan bank ini,Mobile Banking,Mobile App,positive
FB01114,Aplikasi sulit digunakan dan sering logout,Mobile Banking,ATM,negative
FB00360,Saya ingin mengetahui jam operasional cabang,Customer Service,Email,neutral
FB01129,Transaksi saya gagal dan saldo belum kembali,Transaction,ATM,negative
FB01170,Customer service lambat merespons keluhan saya,Mobile Banking,Email,negative
FB00848,Aplikasi banking sering error saat saya gunakan,Mobile Banking,Call Center,negative
FB01522,Aplikasi mobile banking sangat mudah digunakan,Customer Service,Branch,positive
FB00111,Proses pengajuan kredit terlalu lama,Savings,Mobile App,negative
FB00043,Pelayanan customer service sangat cepat dan membantu,Mobile Banking,Call Center,positive
FB00126,Petugas bank ramah dan profesional,ATM,Mobile App,positive
FB00205,Saya suka fitur mobile banking yang lengkap,Transaction,Email,positive
FB00053,ATM sering tidak bisa digunakan,Loan,Call Center,negative
FB00546,Petugas bank ramah dan profesional,ATM,Mobile App,positive
FB00069,Transaksi saya gagal dan saldo belum kembali,Savings,ATM,negative
FB01741,Saya sangat puas dengan layanan bank ini,Card,Mobile App,positive
FB01548,Aplikasi banking sering error saat saya gunakan,Mobile Banking,Call Center,negative
FB00184,Proses transaksi berjalan lancar dan cepat,Transaction,ATM,positive
FB00138,Saya ingin mengetahui limit kartu kredit,Card,Call Center,neutral
FB00900,Saya ingin mengetahui jam operasional cabang,Loan,Email,neutral
FB00797,Bagaimana cara mengganti PIN kartu,Savings,Branch,neutral
FB00133,ATM sering tidak bisa digunakan,ATM,Call Center,negative
FB00081,Saya sangat puas dengan layanan bank ini,Loan,Mobile App,positive
FB01987,Transfer berhasil tanpa masalah,Savings,Branch,positive
FB01541,Saya sangat puas dengan layanan bank ini,Mobile Banking,Mobile App,positive
FB00542,Aplikasi mobile banking sangat mudah digunakan,Customer Service,Branch,positive
FB01669,Transaksi saya gagal dan saldo belum kembali,Customer Service,ATM,negative
FB00984,Proses transaksi berjalan lancar dan cepat,Loan,ATM,positive
FB00166,Petugas bank ramah dan profesional,Card,Mobile App,positive
FB00249,Transaksi saya gagal dan saldo belum kembali,Loan,ATM,negative
FB00447,Transfer berhasil tanpa masalah,Savings,Branch,positive
FB01515,Saya tidak puas dengan pelayanan bank,Customer Service,Email,negative
FB00859,Apa syarat pengajuan KPR,Card,ATM,neutral
FB01212,Saya kecewa karena biaya administrasi terlalu tinggi,Mobile Banking,Branch,negative
FB00098,Saya ingin mengetahui limit kartu kredit,ATM,Call Center,neutral
FB01974,Aplikasi sulit digunakan dan sering logout,ATM,ATM,negative
FB00738,Saya ingin mengetahui limit kartu kredit,Customer Service,Call Center,neutral
