Call_ID,Customer_ID,Agent_ID,Call_Date,Channel,Product,Intent,Sentiment,Duration_Sec,Hold_Sec,Transfer_Count,Resolution,CSAT,Transcript_Snippet,Word_Count,ASR_Confidence,Silence_Ratio,Agent_Talk_Ratio,Customer_Talk_Ratio,FCR,Sentiment_Score,QA_Score
CALL0000818,C000128,AG003,2026-02-07,Inbound Call,Mobile Banking,Complaint,Neutral,362,6,1,Resolved,3.7,Saya ingin mengetahui cara melakukan transaksi ini.,52,0.971,0.229,0.566,0.205,0,0.452,0.564
CALL0000819,C000799,AG027,2026-06-21,Inbound Call,Savings,Transaction Issue,Neutral,592,90,0,Resolved,4.1,Mohon informasi mengenai biaya dan ketentuan produk.,81,0.848,0.17,0.41,0.42,1,0.539,0.951
CALL0000820,C001198,AG038,2026-01-25,Inbound Call,KPR,Cancellation,Neutral,546,102,0,Follow-up,3.4,Saya ingin menanyakan status pengajuan saya.,74,0.896,0.096,0.49,0.414,0,0.484,0.432
CALL0000821,C000029,AG034,2026-06-23,Inbound Call,Debit Card,Cancellation,Neutral,656,35,1,Resolved,4.3,Saya ingin menanyakan status pengajuan saya.,88,0.798,0.153,0.352,0.495,0,0.605,0.461
CALL0000822,C000799,AG016,2026-08-28,Outbound Call,Credit Card,Fraud Report,Positive,301,0,0,Resolved,4.3,Ada transaksi kartu yang bukan saya lakukan.,45,0.921,0.0,0.516,0.484,1,0.681,1.0
CALL0000823,C000164,AG005,2026-07-03,Inbound Call,KPR,Cancellation,Negative,477,71,0,Resolved,3.9,Saya kecewa karena transaksi saya bermasalah.,66,0.8,0.08,0.541,0.379,1,0.164,0.875
CALL0000824,C000780,AG037,2026-04-20,Inbound Call,Savings,Complaint,Negative,207,10,0,Resolved,3.4,Saya kecewa karena transaksi saya bermasalah.,32,1.0,0.148,0.309,0.543,1,0.152,0.933
CALL0000825,C000748,AG037,2026-03-17,Inbound Call,Credit Card,Product Inquiry,Neutral,540,127,1,Unresolved,4.1,Saya ingin mengetahui cara melakukan transaksi ini.,75,1.0,0.132,0.39,0.478,0,0.647,0.429
CALL0000826,C000109,AG024,2026-07-29,Inbound Call,KTA,Product Inquiry,Negative,416,43,0,Unresolved,3.7,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.,61,0.938,0.082,0.328,0.59,0,0.185,0.476
CALL0000827,C000817,AG040,2026-03-03,Inbound Call,General,Fraud Report,Neutral,471,160,1,Resolved,4.1,Saya tidak melakukan transaksi ini.,64,0.839,0.117,0.541,0.342,0,0.456,0.423
CALL0000828,C001076,AG001,2026-04-26,Inbound Call,General,Cancellation,Neutral,394,0,0,Follow-up,4.9,Mohon informasi mengenai biaya dan ketentuan produk.,56,0.953,0.144,0.5,0.356,0,0.333,0.525
CALL0000829,C001036,AG025,2026-07-05,Outbound Call,General,Fraud Report,Negative,375,72,1,Resolved,3.1,Saya tidak melakukan transaksi ini.,52,1.0,0.119,0.474,0.407,0,0.127,0.426
CALL0000830,C000035,AG002,2026-08-10,Inbound Call,KTA,Fraud Report,Neutral,264,144,0,Unresolved,5.0,Ada transaksi kartu yang bukan saya lakukan.,40,0.959,0.18,0.465,0.355,0,0.542,0.679
CALL0000831,C000295,AG038,2026-08-10,Inbound Call,Credit Card,Product Inquiry,Neutral,562,16,0,Resolved,4.0,Saya ingin mengetahui cara melakukan transaksi ini.,77,1.0,0.142,0.519,0.339,1,0.542,0.958
CALL0000832,C000289,AG028,2026-01-22,Inbound Call,Debit Card,Cancellation,Neutral,688,56,0,Resolved,4.4,Saya ingin menanyakan status pengajuan saya.,92,0.901,0.156,0.521,0.323,1,0.448,0.995
CALL0000833,C000544,AG037,2026-08-04,Inbound Call,KTA,Information Request,Positive,320,43,0,Unresolved,3.5,Saya puas dengan solusi yang diberikan.,46,0.878,0.24,0.421,0.339,0,0.702,0.57
CALL0000834,C000172,AG023,2026-01-28,Inbound Call,Debit Card,Transaction Issue,Neutral,520,27,0,Follow-up,4.9,Saya ingin menanyakan status pengajuan saya.,71,0.926,0.178,0.404,0.418,0,0.649,0.526
CALL0000835,C001025,AG004,2026-05-21,Inbound Call,Credit Card,Transaction Issue,Neutral,498,78,2,Unresolved,4.0,Saya ingin menanyakan status pengajuan saya.,68,0.814,0.242,0.473,0.285,0,0.716,0.348
CALL0000836,C000932,AG002,2026-08-12,Outbound Call,Mobile Banking,Information Request,Neutral,421,0,0,Resolved,3.8,Saya ingin menanyakan status pengajuan saya.,59,1.0,0.073,0.457,0.47,1,0.592,0.99
CALL0000837,C000970,AG014,2026-06-07,Inbound Call,Mobile Banking,Transaction Issue,Positive,145,59,0,Unresolved,3.6,"Terima kasih sudah membantu saya, masalah saya sudah selesai.",27,0.938,0.009,0.727,0.264,0,0.875,0.5
CALL0000838,C000238,AG030,2026-08-16,Inbound Call,General,Transaction Issue,Neutral,186,93,1,Resolved,3.8,Mohon informasi mengenai biaya dan ketentuan produk.,30,0.982,0.11,0.434,0.456,0,0.642,0.517
CALL0000839,C000018,AG007,2026-03-24,Inbound Call,Credit Card,Transaction Issue,Negative,279,53,1,Resolved,4.4,Saya sudah menunggu lama dan masalah ini belum selesai.,44,0.902,0.104,0.515,0.381,0,0.377,0.574
CALL0000840,C001092,AG035,2026-03-17,Inbound Call,KTA,Transaction Issue,Positive,45,10,0,Resolved,4.2,"Terima kasih sudah membantu saya, masalah saya sudah selesai.",15,0.837,0.222,0.536,0.242,1,0.726,0.863
CALL0000841,C000347,AG010,2026-03-20,Outbound Call,General,Fraud Report,Neutral,673,122,0,Resolved,4.0,Saya tidak melakukan transaksi ini.,89,1.0,0.041,0.648,0.311,1,0.43,0.942
CALL0000842,C000787,AG020,2026-03-27,Inbound Call,KTA,Product Inquiry,Negative,486,105,0,Resolved,3.5,Saya kecewa karena transaksi saya bermasalah.,67,0.863,0.114,0.383,0.503,1,0.347,0.903
CALL0000843,C001091,AG009,2026-06-13,Outbound Call,Mobile Banking,Transaction Issue,Negative,415,8,0,Follow-up,3.5,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.,61,0.951,0.148,0.641,0.211,0,0.123,0.504
CALL0000844,C000044,AG019,2026-04-19,Inbound Call,KPR,Cancellation,Positive,45,0,0,Resolved,3.7,Penjelasannya jelas dan saya sangat terbantu.,12,0.957,0.127,0.462,0.411,1,0.668,0.909
CALL0000845,C000007,AG019,2026-06-26,Inbound Call,Debit Card,Fraud Report,Negative,92,13,0,Resolved,4.4,Saya tidak melakukan transaksi ini.,17,0.934,0.108,0.78,0.112,1,0.12,0.938
CALL0000846,C000007,AG001,2026-04-10,Inbound Call,KPR,Cancellation,Negative,420,95,1,Resolved,4.5,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.,61,0.883,0.145,0.524,0.331,0,0.189,0.489
CALL0000847,C000188,AG023,2026-03-15,Inbound Call,Mobile Banking,Complaint,Neutral,775,80,0,Unresolved,4.6,Saya ingin mengetahui cara melakukan transaksi ini.,104,0.921,0.196,0.333,0.471,0,0.341,0.576
CALL0000848,C000062,AG032,2026-02-15,Outbound Call,General,Information Request,Negative,294,108,1,Resolved,4.0,Saya kecewa karena transaksi saya bermasalah.,43,0.873,0.228,0.456,0.316,0,0.085,0.516
CALL0000849,C000984,AG038,2026-05-13,Inbound Call,Mobile Banking,Fraud Report,Negative,575,47,1,Unresolved,4.3,Saya tidak melakukan transaksi ini.,77,0.979,0.122,0.64,0.238,0,0.15,0.5
CALL0000850,C000727,AG014,2026-08-04,Outbound Call,Savings,Transaction Issue,Neutral,334,14,1,Resolved,3.9,Saya ingin menanyakan status pengajuan saya.,48,0.964,0.063,0.49,0.447,0,0.404,0.538
CALL0000851,C001176,AG036,2026-07-26,Outbound Call,KPR,Fraud Report,Neutral,430,116,0,Resolved,2.7,Saya ingin melaporkan transaksi yang mencurigakan.,60,0.929,0.227,0.473,0.3,1,0.585,0.864
CALL0000852,C000961,AG036,2026-03-02,Inbound Call,KTA,Information Request,Negative,639,35,0,Unresolved,3.9,Saya kecewa karena transaksi saya bermasalah.,86,0.896,0.045,0.566,0.389,0,0.201,0.475
CALL0000853,C001155,AG040,2026-04-25,Inbound Call,Debit Card,Fraud Report,Negative,358,75,0,Resolved,3.8,Saya ingin melaporkan transaksi yang mencurigakan.,51,1.0,0.245,0.439,0.316,1,0.246,0.937
CALL0000854,C000287,AG015,2026-06-19,Inbound Call,KPR,Product Inquiry,Neutral,296,0,0,Unresolved,3.3,Mohon informasi mengenai biaya dan ketentuan produk.,44,0.852,0.214,0.455,0.331,0,0.537,0.526
CALL0000855,C000346,AG035,2026-05-27,Inbound Call,Mobile Banking,Cancellation,Negative,675,34,0,Resolved,3.6,Saya kecewa karena transaksi saya bermasalah.,90,0.837,0.224,0.367,0.409,1,0.183,0.954
CALL0000856,C001019,AG023,2026-01-17,Outbound Call,Savings,Information Request,Negative,428,121,0,Resolved,4.2,Saya kecewa karena transaksi saya bermasalah.,60,0.925,0.168,0.687,0.145,1,0.279,1.0
CALL0000857,C000294,AG003,2026-05-22,Inbound Call,KTA,Transaction Issue,Negative,616,26,1,Resolved,3.2,Saya kecewa karena transaksi saya bermasalah.,83,0.915,0.0,0.333,0.667,0,0.236,0.459
CALL0000858,C000069,AG011,2026-01-10,Outbound Call,Debit Card,Fraud Report,Negative,297,110,1,Follow-up,3.5,Ada transaksi kartu yang bukan saya lakukan.,44,0.996,0.047,0.5,0.453,0,0.175,0.51
CALL0000859,C000803,AG027,2026-01-28,Inbound Call,KTA,Fraud Report,Neutral,673,0,1,Resolved,5.0,Ada transaksi kartu yang bukan saya lakukan.,91,0.969,0.141,0.538,0.321,0,0.365,0.596
CALL0000860,C000961,AG007,2026-06-06,Inbound Call,KTA,Cancellation,Positive,469,34,0,Resolved,2.8,"Terima kasih sudah membantu saya, masalah saya sudah selesai.",68,0.932,0.073,0.478,0.449,1,0.792,0.859
CALL0000861,C001161,AG018,2026-01-25,Inbound Call,Savings,Transaction Issue,Neutral,498,56,0,Resolved,3.9,Mohon informasi mengenai biaya dan ketentuan produk.,69,0.96,0.098,0.33,0.572,1,0.399,0.937
CALL0000862,C001113,AG031,2026-03-23,Inbound Call,Debit Card,Product Inquiry,Neutral,444,161,1,Follow-up,3.2,Mohon informasi mengenai biaya dan ketentuan produk.,63,0.959,0.163,0.36,0.477,0,0.53,0.592
CALL0000863,C000145,AG006,2026-05-22,Outbound Call,General,Payment Issue,Neutral,329,1,0,Unresolved,3.5,Saya ingin menanyakan status pengajuan saya.,47,1.0,0.108,0.543,0.349,0,0.506,0.583
CALL0000864,C000926,AG020,2026-06-07,Inbound Call,Mobile Banking,Transaction Issue,Negative,420,102,1,Unresolved,3.9,Saya sudah menunggu lama dan masalah ini belum selesai.,61,0.945,0.035,0.386,0.579,0,0.091,0.504
CALL0000865,C001015,AG009,2026-04-17,Outbound Call,Mobile Banking,Cancellation,Negative,340,123,0,Resolved,3.3,Saya sudah menunggu lama dan masalah ini belum selesai.,51,0.889,0.182,0.231,0.587,1,0.221,0.954
CALL0000866,C000838,AG022,2026-01-23,Outbound Call,Debit Card,Transaction Issue,Neutral,593,25,0,Resolved,4.5,Saya ingin menanyakan status pengajuan saya.,80,0.942,0.156,0.526,0.318,1,0.515,0.902
CALL0000867,C000983,AG010,2026-07-11,Outbound Call,KPR,Transaction Issue,Negative,383,44,0,Unresolved,5.0,Saya sudah menunggu lama dan masalah ini belum selesai.,57,0.773,0.103,0.375,0.522,0,0.216,0.522
CALL0000868,C001005,AG039,2026-08-16,Inbound Call,KPR,Product Inquiry,Neutral,151,73,0,Unresolved,4.7,Saya ingin mengetahui cara melakukan transaksi ini.,26,0.928,0.17,0.556,0.274,0,0.512,0.523
CALL0000869,C000536,AG004,2026-08-02,Outbound Call,Savings,Product Inquiry,Neutral,118,0,0,Unresolved,4.8,Saya ingin mengetahui cara melakukan transaksi ini.,22,0.996,0.127,0.456,0.417,0,0.448,0.612
CALL0000870,C000049,AG039,2026-06-29,Inbound Call,Mobile Banking,Fraud Report,Positive,109,40,0,Unresolved,3.0,Ada transaksi kartu yang bukan saya lakukan.,21,0.966,0.213,0.45,0.337,0,0.797,0.495
CALL0000871,C000547,AG032,2026-04-07,Inbound Call,Mobile Banking,Information Request,Neutral,531,135,0,Unresolved,3.9,Saya ingin menanyakan status pengajuan saya.,72,0.948,0.131,0.486,0.383,0,0.445,0.55
CALL0000872,C000242,AG035,2026-07-30,Inbound Call,KPR,Complaint,Neutral,213,94,2,Resolved,4.4,Saya ingin mengetahui cara melakukan transaksi ini.,34,0.969,0.213,0.343,0.444,0,0.414,0.421
CALL0000873,C000137,AG035,2026-04-28,Inbound Call,Debit Card,Payment Issue,Negative,474,56,0,Resolved,4.7,Saya kecewa karena transaksi saya bermasalah.,65,0.996,0.0,0.381,0.619,1,0.254,0.906
CALL0000874,C000150,AG008,2026-02-02,Inbound Call,KTA,Payment Issue,Neutral,445,71,0,Follow-up,5.0,Saya ingin menanyakan status pengajuan saya.,62,1.0,0.152,0.449,0.399,0,0.575,0.644
CALL0000875,C000837,AG038,2026-07-24,Inbound Call,General,Payment Issue,Neutral,408,97,1,Resolved,4.9,Mohon informasi mengenai biaya dan ketentuan produk.,58,0.957,0.092,0.343,0.565,0,0.548,0.433
CALL0000876,C000605,AG024,2026-03-18,Inbound Call,Debit Card,Fraud Report,Positive,499,107,0,Resolved,4.7,Saya tidak melakukan transaksi ini.,67,0.911,0.06,0.566,0.374,1,0.733,0.934
CALL0000877,C000648,AG039,2026-08-14,Outbound Call,General,Payment Issue,Positive,448,34,0,Resolved,5.0,"Terima kasih sudah membantu saya, masalah saya sudah selesai.",65,0.791,0.201,0.443,0.356,1,0.595,0.892
CALL0000878,C000894,AG036,2026-03-30,Inbound Call,Mobile Banking,Fraud Report,Negative,45,149,0,Resolved,4.1,Saya ingin melaporkan transaksi yang mencurigakan.,12,0.989,0.182,0.306,0.512,1,0.319,0.918
CALL0000879,C000658,AG024,2026-07-28,Inbound Call,Savings,Complaint,Negative,362,137,1,Unresolved,3.8,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.,54,0.961,0.0,0.413,0.587,0,0.044,0.488
CALL0000880,C000756,AG015,2026-05-09,Inbound Call,KPR,Information Request,Neutral,497,102,0,Unresolved,4.2,Saya ingin mengetahui cara melakukan transaksi ini.,69,0.939,0.17,0.492,0.338,0,0.547,0.618
CALL0000881,C000104,AG005,2026-04-23,Inbound Call,KTA,Information Request,Neutral,715,19,0,Resolved,3.4,Mohon informasi mengenai biaya dan ketentuan produk.,96,0.889,0.162,0.426,0.412,1,0.669,0.836
CALL0000882,C001021,AG005,2026-03-13,Outbound Call,General,Transaction Issue,Neutral,724,9,0,Resolved,4.1,Mohon informasi mengenai biaya dan ketentuan produk.,97,0.988,0.069,0.528,0.403,1,0.512,0.934
CALL0000883,C000539,AG016,2026-07-20,Inbound Call,KTA,Payment Issue,Neutral,175,47,0,Resolved,2.8,Saya ingin menanyakan status pengajuan saya.,28,0.915,0.062,0.549,0.389,1,0.523,0.808
CALL0000884,C000187,AG033,2026-01-15,Inbound Call,Credit Card,Transaction Issue,Neutral,357,68,1,Follow-up,3.7,Mohon informasi mengenai biaya dan ketentuan produk.,52,0.928,0.009,0.768,0.223,0,0.53,0.437
CALL0000885,C000976,AG021,2026-04-23,Outbound Call,KPR,Product Inquiry,Positive,138,0,0,Resolved,4.0,"Terima kasih sudah membantu saya, masalah saya sudah selesai.",26,0.927,0.096,0.618,0.286,1,0.766,0.949
CALL0000886,C000881,AG020,2026-03-30,Outbound Call,Mobile Banking,Information Request,Neutral,694,92,0,Resolved,4.8,Saya ingin mengetahui cara melakukan transaksi ini.,94,0.957,0.108,0.284,0.608,1,0.688,1.0
CALL0000887,C000064,AG010,2026-05-11,Inbound Call,Mobile Banking,Product Inquiry,Neutral,602,136,0,Resolved,4.9,Saya ingin mengetahui cara melakukan transaksi ini.,82,0.861,0.176,0.437,0.387,1,0.433,0.862
CALL0000888,C000232,AG023,2026-03-03,Inbound Call,General,Fraud Report,Neutral,483,97,1,Resolved,3.3,Saya ingin melaporkan transaksi yang mencurigakan.,66,0.964,0.139,0.448,0.413,0,0.423,0.486
CALL0000889,C000019,AG026,2026-06-09,Inbound Call,General,Information Request,Positive,450,28,0,Resolved,5.0,Penjelasannya jelas dan saya sangat terbantu.,62,0.887,0.046,0.549,0.405,1,0.724,0.929
CALL0000890,C000325,AG040,2026-04-03,Inbound Call,Savings,Fraud Report,Neutral,669,21,0,Resolved,4.2,Saya ingin melaporkan transaksi yang mencurigakan.,90,0.889,0.137,0.368,0.495,1,0.639,0.885
CALL0000891,C000120,AG030,2026-02-15,Outbound Call,Savings,Complaint,Neutral,638,81,2,Resolved,4.2,Saya ingin mengetahui cara melakukan transaksi ini.,87,0.983,0.102,0.416,0.482,0,0.454,0.435
CALL0000892,C000852,AG025,2026-02-17,Inbound Call,Debit Card,Payment Issue,Neutral,628,57,0,Resolved,2.8,Saya ingin menanyakan status pengajuan saya.,84,0.87,0.055,0.331,0.614,1,0.534,0.917
CALL0000893,C000627,AG037,2026-06-17,Outbound Call,Credit Card,Product Inquiry,Neutral,502,89,1,Resolved,3.6,Saya ingin mengetahui cara melakukan transaksi ini.,70,0.983,0.009,0.408,0.583,0,0.586,0.469
CALL0000894,C001176,AG017,2026-03-04,Inbound Call,Mobile Banking,Payment Issue,Neutral,357,98,0,Resolved,4.8,Mohon informasi mengenai biaya dan ketentuan produk.,52,0.936,0.164,0.412,0.424,1,0.562,0.925
CALL0000895,C000899,AG038,2026-03-15,Inbound Call,Savings,Payment Issue,Negative,558,125,1,Resolved,4.2,Saya sudah menunggu lama dan masalah ini belum selesai.,79,0.831,0.151,0.442,0.407,0,0.281,0.462
CALL0000896,C000734,AG015,2026-05-31,Outbound Call,Debit Card,Information Request,Negative,567,3,0,Unresolved,4.1,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.,80,1.0,0.159,0.338,0.503,0,0.313,0.528
CALL0000897,C000611,AG006,2026-03-21,Outbound Call,Debit Card,Product Inquiry,Positive,386,77,0,Resolved,4.2,Penjelasannya jelas dan saya sangat terbantu.,54,0.949,0.069,0.598,0.333,1,0.775,0.988
CALL0000898,C000066,AG017,2026-04-04,Outbound Call,Mobile Banking,Complaint,Negative,357,45,0,Unresolved,3.0,Saya sudah menunggu lama dan masalah ini belum selesai.,54,0.954,0.132,0.537,0.331,0,0.163,0.565
CALL0000899,C000085,AG006,2026-02-28,Outbound Call,Mobile Banking,Payment Issue,Negative,624,60,0,Resolved,4.0,Saya sudah menunggu lama dan masalah ini belum selesai.,87,0.99,0.024,0.306,0.67,1,0.212,1.0
CALL0000900,C000739,AG005,2026-03-24,Inbound Call,Mobile Banking,Cancellation,Neutral,720,113,0,Unresolved,5.0,Saya ingin menanyakan status pengajuan saya.,96,1.0,0.051,0.483,0.466,0,0.473,0.599
CALL0000901,C000006,AG036,2026-06-16,Inbound Call,Mobile Banking,Product Inquiry,Neutral,285,119,1,Resolved,4.9,Saya ingin menanyakan status pengajuan saya.,42,0.942,0.122,0.292,0.586,0,0.702,0.574
CALL0000902,C000051,AG032,2026-05-09,Inbound Call,KPR,Payment Issue,Neutral,373,142,0,Resolved,4.0,Mohon informasi mengenai biaya dan ketentuan produk.,54,0.967,0.138,0.641,0.221,1,0.457,0.902
CALL0000903,C000263,AG009,2026-08-28,Inbound Call,KPR,Cancellation,Positive,483,88,0,Resolved,5.0,Penjelasannya jelas dan saya sangat terbantu.,66,0.952,0.006,0.674,0.32,1,0.789,1.0
CALL0000904,C001061,AG034,2026-07-05,Inbound Call,Debit Card,Payment Issue,Negative,508,59,0,Resolved,3.1,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.,73,0.909,0.046,0.473,0.481,1,0.08,0.854
CALL0000905,C000551,AG003,2026-01-05,Outbound Call,Mobile Banking,Complaint,Neutral,326,51,0,Resolved,3.3,Saya ingin menanyakan status pengajuan saya.,47,0.835,0.094,0.378,0.528,1,0.511,0.797
CALL0000906,C000851,AG012,2026-04-01,Inbound Call,KPR,Complaint,Neutral,759,0,0,Unresolved,5.0,Mohon informasi mengenai biaya dan ketentuan produk.,102,0.943,0.187,0.4,0.413,0,0.477,0.657
CALL0000907,C000494,AG029,2026-03-11,Inbound Call,General,Payment Issue,Neutral,496,139,1,Resolved,4.5,Mohon informasi mengenai biaya dan ketentuan produk.,69,1.0,0.063,0.426,0.511,0,0.554,0.478
CALL0000908,C000208,AG013,2026-05-22,Inbound Call,General,Information Request,Positive,516,47,0,Follow-up,3.8,Penjelasannya jelas dan saya sangat terbantu.,70,0.965,0.13,0.467,0.403,0,0.806,0.551
CALL0000909,C000446,AG030,2026-03-05,Inbound Call,Mobile Banking,Transaction Issue,Positive,737,93,1,Resolved,4.0,Saya puas dengan solusi yang diberikan.,98,0.866,0.137,0.644,0.219,0,0.863,0.415
CALL0000910,C000110,AG035,2026-08-20,Inbound Call,KPR,Complaint,Neutral,339,102,0,Resolved,3.4,Saya ingin menanyakan status pengajuan saya.,48,0.996,0.103,0.595,0.302,1,0.607,1.0
CALL0000911,C000924,AG003,2026-03-13,Inbound Call,General,Product Inquiry,Neutral,404,0,0,Unresolved,4.3,Mohon informasi mengenai biaya dan ketentuan produk.,57,0.911,0.139,0.597,0.264,0,0.495,0.645
CALL0000912,C000221,AG001,2026-05-06,Inbound Call,KPR,Cancellation,Negative,194,14,1,Resolved,4.2,Saya sudah menunggu lama dan masalah ini belum selesai.,33,0.804,0.026,0.5,0.474,0,0.124,0.539
CALL0000913,C000452,AG038,2026-01-30,Inbound Call,Savings,Cancellation,Neutral,389,150,0,Resolved,4.1,Mohon informasi mengenai biaya dan ketentuan produk.,56,0.991,0.074,0.342,0.584,1,0.434,0.967
CALL0000914,C001176,AG021,2026-08-07,Outbound Call,General,Product Inquiry,Neutral,152,81,0,Resolved,3.2,Saya ingin menanyakan status pengajuan saya.,25,0.873,0.22,0.388,0.392,1,0.524,0.952
CALL0000915,C000710,AG021,2026-08-07,Inbound Call,Savings,Product Inquiry,Negative,555,33,0,Unresolved,4.2,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.,78,1.0,0.225,0.487,0.288,0,0.213,0.565
CALL0000916,C000550,AG019,2026-07-10,Inbound Call,KPR,Fraud Report,Positive,496,58,0,Resolved,3.7,Saya ingin melaporkan transaksi yang mencurigakan.,68,0.999,0.179,0.336,0.485,1,0.771,1.0
CALL0000917,C000652,AG018,2026-03-26,Inbound Call,Credit Card,Fraud Report,Neutral,370,125,0,Resolved,3.3,Saya tidak melakukan transaksi ini.,51,0.916,0.197,0.516,0.287,1,0.457,0.895
CALL0000918,C000941,AG028,2026-01-15,Inbound Call,KTA,Fraud Report,Negative,402,116,0,Resolved,5.0,Ada transaksi kartu yang bukan saya lakukan.,57,0.958,0.0,0.577,0.423,1,0.315,1.0
CALL0000919,C000306,AG024,2026-06-20,Inbound Call,Mobile Banking,Payment Issue,Neutral,557,0,1,Resolved,5.0,Mohon informasi mengenai biaya dan ketentuan produk.,77,1.0,0.054,0.545,0.401,0,0.382,0.51
CALL0000920,C000764,AG007,2026-04-13,Outbound Call,Debit Card,Information Request,Neutral,216,155,1,Resolved,5.0,Mohon informasi mengenai biaya dan ketentuan produk.,34,0.99,0.098,0.541,0.361,0,0.453,0.514
CALL0000921,C001047,AG026,2026-08-26,Inbound Call,KPR,Fraud Report,Neutral,457,118,1,Resolved,4.5,Saya ingin melaporkan transaksi yang mencurigakan.,63,0.944,0.289,0.256,0.455,0,0.414,0.479
CALL0000922,C000687,AG027,2026-06-17,Inbound Call,KPR,Product Inquiry,Neutral,546,57,0,Unresolved,3.9,Saya ingin menanyakan status pengajuan saya.,74,1.0,0.098,0.64,0.262,0,0.483,0.566
CALL0000923,C000536,AG005,2026-05-10,Inbound Call,Mobile Banking,Fraud Report,Neutral,99,0,0,Resolved,4.0,Ada transaksi kartu yang bukan saya lakukan.,19,0.937,0.172,0.292,0.536,1,0.6,0.928
CALL0000924,C000175,AG016,2026-08-25,Outbound Call,KPR,Complaint,Positive,543,123,1,Resolved,4.4,Penjelasannya jelas dan saya sangat terbantu.,74,0.965,0.146,0.462,0.392,0,0.727,0.527
CALL0000925,C000298,AG032,2026-07-12,Inbound Call,Credit Card,Transaction Issue,Neutral,119,91,0,Follow-up,3.7,Saya ingin menanyakan status pengajuan saya.,21,0.874,0.145,0.554,0.301,0,0.508,0.499
CALL0000926,C001135,AG025,2026-04-21,Inbound Call,Savings,Product Inquiry,Positive,399,0,0,Follow-up,5.0,"Terima kasih sudah membantu saya, masalah saya sudah selesai.",59,0.83,0.118,0.523,0.359,0,0.803,0.606
CALL0000927,C000649,AG006,2026-01-05,Outbound Call,Savings,Product Inquiry,Positive,211,52,0,Resolved,2.5,Penjelasannya jelas dan saya sangat terbantu.,32,0.913,0.036,0.327,0.637,1,0.723,0.959
CALL0000928,C000362,AG002,2026-01-23,Inbound Call,KPR,Cancellation,Neutral,678,237,0,Resolved,3.8,Mohon informasi mengenai biaya dan ketentuan produk.,92,0.932,0.0,0.348,0.652,1,0.531,0.942
CALL0000929,C000502,AG024,2026-04-17,Inbound Call,KPR,Payment Issue,Neutral,212,66,1,Resolved,4.7,Saya ingin mengetahui cara melakukan transaksi ini.,33,0.95,0.21,0.514,0.276,0,0.52,0.622
CALL0000930,C000694,AG019,2026-05-15,Inbound Call,KPR,Product Inquiry,Negative,123,24,0,Follow-up,3.4,Saya kecewa karena transaksi saya bermasalah.,21,0.845,0.077,0.541,0.382,0,0.11,0.561
CALL0000931,C000645,AG039,2026-01-08,Inbound Call,KTA,Product Inquiry,Neutral,444,10,0,Resolved,3.9,Mohon informasi mengenai biaya dan ketentuan produk.,63,0.97,0.0,0.347,0.653,1,0.463,1.0
CALL0000932,C000840,AG021,2026-01-31,Outbound Call,Credit Card,Transaction Issue,Neutral,346,162,1,Resolved,4.5,Saya ingin menanyakan status pengajuan saya.,49,0.88,0.151,0.527,0.322,0,0.528,0.486
CALL0000933,C000309,AG038,2026-06-19,Inbound Call,Credit Card,Transaction Issue,Neutral,149,112,0,Resolved,5.0,Saya ingin menanyakan status pengajuan saya.,25,0.967,0.149,0.298,0.553,1,0.603,0.91
CALL0000934,C000779,AG009,2026-06-30,Inbound Call,KTA,Cancellation,Neutral,515,142,0,Resolved,3.1,Mohon informasi mengenai biaya dan ketentuan produk.,71,0.986,0.174,0.555,0.271,1,0.603,0.886
CALL0000935,C000531,AG018,2026-01-08,Inbound Call,Credit Card,Fraud Report,Neutral,62,79,0,Resolved,3.0,Saya tidak melakukan transaksi ini.,13,0.906,0.198,0.374,0.428,1,0.668,0.871
CALL0000936,C001128,AG006,2026-05-02,Inbound Call,KTA,Cancellation,Negative,233,134,0,Unresolved,3.3,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.,38,0.872,0.056,0.49,0.454,0,0.239,0.459
CALL0000937,C000190,AG023,2026-01-20,Outbound Call,Mobile Banking,Complaint,Neutral,316,18,0,Resolved,2.9,Saya ingin menanyakan status pengajuan saya.,46,1.0,0.059,0.47,0.471,1,0.467,0.806
CALL0000938,C000178,AG008,2026-06-23,Inbound Call,Credit Card,Complaint,Neutral,564,74,0,Resolved,3.0,Saya ingin menanyakan status pengajuan saya.,76,0.982,0.098,0.619,0.283,1,0.495,0.968
CALL0000939,C000554,AG020,2026-07-20,Outbound Call,Mobile Banking,Information Request,Neutral,653,81,1,Unresolved,3.3,Mohon informasi mengenai biaya dan ketentuan produk.,89,0.939,0.178,0.509,0.313,0,0.491,0.36
CALL0000940,C000610,AG014,2026-07-28,Inbound Call,Mobile Banking,Information Request,Negative,619,141,0,Resolved,5.0,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.,86,1.0,0.0,0.408,0.592,1,0.167,1.0
