Call_ID,Customer_ID,Agent_ID,Call_Date,Channel,Product,Intent,Sentiment,Duration_Sec,Hold_Sec,Transfer_Count,Resolution,CSAT,Transcript_Snippet
CALL0000827,C000817,AG040,2026-03-03,Inbound Call,General,Fraud Report,Neutral,471,160,1,Resolved,4.1,Saya tidak melakukan transaksi ini.
CALL0000828,C001076,AG001,2026-04-26,Inbound Call,General,Cancellation,Neutral,394,0,0,Follow-up,4.9,Mohon informasi mengenai biaya dan ketentuan produk.
CALL0000829,C001036,AG025,2026-07-05,Outbound Call,General,Fraud Report,Negative,375,72,1,Resolved,3.1,Saya tidak melakukan transaksi ini.
CALL0000830,C000035,AG002,2026-08-10,Inbound Call,KTA,Fraud Report,Neutral,264,144,0,Unresolved,5.0,Ada transaksi kartu yang bukan saya lakukan.
CALL0000831,C000295,AG038,2026-08-10,Inbound Call,Credit Card,Product Inquiry,Neutral,562,16,0,Resolved,4.0,Saya ingin mengetahui cara melakukan transaksi ini.
CALL0000832,C000289,AG028,2026-01-22,Inbound Call,Debit Card,Cancellation,Neutral,688,56,0,Resolved,4.4,Saya ingin menanyakan status pengajuan saya.
CALL0000833,C000544,AG037,2026-08-04,Inbound Call,KTA,Information Request,Positive,320,43,0,Unresolved,3.5,Saya puas dengan solusi yang diberikan.
CALL0000834,C000172,AG023,2026-01-28,Inbound Call,Debit Card,Transaction Issue,Neutral,520,27,0,Follow-up,4.9,Saya ingin menanyakan status pengajuan saya.
CALL0000835,C001025,AG004,2026-05-21,Inbound Call,Credit Card,Transaction Issue,Neutral,498,78,2,Unresolved,4.0,Saya ingin menanyakan status pengajuan saya.
CALL0000836,C000932,AG002,2026-08-12,Outbound Call,Mobile Banking,Information Request,Neutral,421,0,0,Resolved,3.8,Saya ingin menanyakan status pengajuan saya.
CALL0000837,C000970,AG014,2026-06-07,Inbound Call,Mobile Banking,Transaction Issue,Positive,145,59,0,Unresolved,3.6,"Terima kasih sudah membantu saya, masalah saya sudah selesai."
CALL0000838,C000238,AG030,2026-08-16,Inbound Call,General,Transaction Issue,Neutral,186,93,1,Resolved,3.8,Mohon informasi mengenai biaya dan ketentuan produk.
CALL0000839,C000018,AG007,2026-03-24,Inbound Call,Credit Card,Transaction Issue,Negative,279,53,1,Resolved,4.4,Saya sudah menunggu lama dan masalah ini belum selesai.
CALL0000840,C001092,AG035,2026-03-17,Inbound Call,KTA,Transaction Issue,Positive,45,10,0,Resolved,4.2,"Terima kasih sudah membantu saya, masalah saya sudah selesai."
CALL0000841,C000347,AG010,2026-03-20,Outbound Call,General,Fraud Report,Neutral,673,122,0,Resolved,4.0,Saya tidak melakukan transaksi ini.
CALL0000842,C000787,AG020,2026-03-27,Inbound Call,KTA,Product Inquiry,Negative,486,105,0,Resolved,3.5,Saya kecewa karena transaksi saya bermasalah.
CALL0000843,C001091,AG009,2026-06-13,Outbound Call,Mobile Banking,Transaction Issue,Negative,415,8,0,Follow-up,3.5,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.
CALL0000844,C000044,AG019,2026-04-19,Inbound Call,KPR,Cancellation,Positive,45,0,0,Resolved,3.7,Penjelasannya jelas dan saya sangat terbantu.
CALL0000845,C000007,AG019,2026-06-26,Inbound Call,Debit Card,Fraud Report,Negative,92,13,0,Resolved,4.4,Saya tidak melakukan transaksi ini.
CALL0000846,C000007,AG001,2026-04-10,Inbound Call,KPR,Cancellation,Negative,420,95,1,Resolved,4.5,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.
CALL0000847,C000188,AG023,2026-03-15,Inbound Call,Mobile Banking,Complaint,Neutral,775,80,0,Unresolved,4.6,Saya ingin mengetahui cara melakukan transaksi ini.
CALL0000848,C000062,AG032,2026-02-15,Outbound Call,General,Information Request,Negative,294,108,1,Resolved,4.0,Saya kecewa karena transaksi saya bermasalah.
CALL0000849,C000984,AG038,2026-05-13,Inbound Call,Mobile Banking,Fraud Report,Negative,575,47,1,Unresolved,4.3,Saya tidak melakukan transaksi ini.
CALL0000850,C000727,AG014,2026-08-04,Outbound Call,Savings,Transaction Issue,Neutral,334,14,1,Resolved,3.9,Saya ingin menanyakan status pengajuan saya.
CALL0000851,C001176,AG036,2026-07-26,Outbound Call,KPR,Fraud Report,Neutral,430,116,0,Resolved,2.7,Saya ingin melaporkan transaksi yang mencurigakan.
CALL0000852,C000961,AG036,2026-03-02,Inbound Call,KTA,Information Request,Negative,639,35,0,Unresolved,3.9,Saya kecewa karena transaksi saya bermasalah.
CALL0000853,C001155,AG040,2026-04-25,Inbound Call,Debit Card,Fraud Report,Negative,358,75,0,Resolved,3.8,Saya ingin melaporkan transaksi yang mencurigakan.
CALL0000854,C000287,AG015,2026-06-19,Inbound Call,KPR,Product Inquiry,Neutral,296,0,0,Unresolved,3.3,Mohon informasi mengenai biaya dan ketentuan produk.
CALL0000855,C000346,AG035,2026-05-27,Inbound Call,Mobile Banking,Cancellation,Negative,675,34,0,Resolved,3.6,Saya kecewa karena transaksi saya bermasalah.
CALL0000856,C001019,AG023,2026-01-17,Outbound Call,Savings,Information Request,Negative,428,121,0,Resolved,4.2,Saya kecewa karena transaksi saya bermasalah.
CALL0000857,C000294,AG003,2026-05-22,Inbound Call,KTA,Transaction Issue,Negative,616,26,1,Resolved,3.2,Saya kecewa karena transaksi saya bermasalah.
CALL0000858,C000069,AG011,2026-01-10,Outbound Call,Debit Card,Fraud Report,Negative,297,110,1,Follow-up,3.5,Ada transaksi kartu yang bukan saya lakukan.
CALL0000859,C000803,AG027,2026-01-28,Inbound Call,KTA,Fraud Report,Neutral,673,0,1,Resolved,5.0,Ada transaksi kartu yang bukan saya lakukan.
CALL0000860,C000961,AG007,2026-06-06,Inbound Call,KTA,Cancellation,Positive,469,34,0,Resolved,2.8,"Terima kasih sudah membantu saya, masalah saya sudah selesai."
CALL0000861,C001161,AG018,2026-01-25,Inbound Call,Savings,Transaction Issue,Neutral,498,56,0,Resolved,3.9,Mohon informasi mengenai biaya dan ketentuan produk.
CALL0000862,C001113,AG031,2026-03-23,Inbound Call,Debit Card,Product Inquiry,Neutral,444,161,1,Follow-up,3.2,Mohon informasi mengenai biaya dan ketentuan produk.
CALL0000863,C000145,AG006,2026-05-22,Outbound Call,General,Payment Issue,Neutral,329,1,0,Unresolved,3.5,Saya ingin menanyakan status pengajuan saya.
CALL0000864,C000926,AG020,2026-06-07,Inbound Call,Mobile Banking,Transaction Issue,Negative,420,102,1,Unresolved,3.9,Saya sudah menunggu lama dan masalah ini belum selesai.
CALL0000865,C001015,AG009,2026-04-17,Outbound Call,Mobile Banking,Cancellation,Negative,340,123,0,Resolved,3.3,Saya sudah menunggu lama dan masalah ini belum selesai.
CALL0000866,C000838,AG022,2026-01-23,Outbound Call,Debit Card,Transaction Issue,Neutral,593,25,0,Resolved,4.5,Saya ingin menanyakan status pengajuan saya.
CALL0000867,C000983,AG010,2026-07-11,Outbound Call,KPR,Transaction Issue,Negative,383,44,0,Unresolved,5.0,Saya sudah menunggu lama dan masalah ini belum selesai.
CALL0000868,C001005,AG039,2026-08-16,Inbound Call,KPR,Product Inquiry,Neutral,151,73,0,Unresolved,4.7,Saya ingin mengetahui cara melakukan transaksi ini.
CALL0000869,C000536,AG004,2026-08-02,Outbound Call,Savings,Product Inquiry,Neutral,118,0,0,Unresolved,4.8,Saya ingin mengetahui cara melakukan transaksi ini.
CALL0000870,C000049,AG039,2026-06-29,Inbound Call,Mobile Banking,Fraud Report,Positive,109,40,0,Unresolved,3.0,Ada transaksi kartu yang bukan saya lakukan.
CALL0000871,C000547,AG032,2026-04-07,Inbound Call,Mobile Banking,Information Request,Neutral,531,135,0,Unresolved,3.9,Saya ingin menanyakan status pengajuan saya.
CALL0000872,C000242,AG035,2026-07-30,Inbound Call,KPR,Complaint,Neutral,213,94,2,Resolved,4.4,Saya ingin mengetahui cara melakukan transaksi ini.
CALL0000873,C000137,AG035,2026-04-28,Inbound Call,Debit Card,Payment Issue,Negative,474,56,0,Resolved,4.7,Saya kecewa karena transaksi saya bermasalah.
CALL0000874,C000150,AG008,2026-02-02,Inbound Call,KTA,Payment Issue,Neutral,445,71,0,Follow-up,5.0,Saya ingin menanyakan status pengajuan saya.
CALL0000875,C000837,AG038,2026-07-24,Inbound Call,General,Payment Issue,Neutral,408,97,1,Resolved,4.9,Mohon informasi mengenai biaya dan ketentuan produk.
CALL0000876,C000605,AG024,2026-03-18,Inbound Call,Debit Card,Fraud Report,Positive,499,107,0,Resolved,4.7,Saya tidak melakukan transaksi ini.
CALL0000877,C000648,AG039,2026-08-14,Outbound Call,General,Payment Issue,Positive,448,34,0,Resolved,5.0,"Terima kasih sudah membantu saya, masalah saya sudah selesai."
CALL0000878,C000894,AG036,2026-03-30,Inbound Call,Mobile Banking,Fraud Report,Negative,45,149,0,Resolved,4.1,Saya ingin melaporkan transaksi yang mencurigakan.
CALL0000879,C000658,AG024,2026-07-28,Inbound Call,Savings,Complaint,Negative,362,137,1,Unresolved,3.8,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.
CALL0000880,C000756,AG015,2026-05-09,Inbound Call,KPR,Information Request,Neutral,497,102,0,Unresolved,4.2,Saya ingin mengetahui cara melakukan transaksi ini.
CALL0000881,C000104,AG005,2026-04-23,Inbound Call,KTA,Information Request,Neutral,715,19,0,Resolved,3.4,Mohon informasi mengenai biaya dan ketentuan produk.
CALL0000882,C001021,AG005,2026-03-13,Outbound Call,General,Transaction Issue,Neutral,724,9,0,Resolved,4.1,Mohon informasi mengenai biaya dan ketentuan produk.
CALL0000883,C000539,AG016,2026-07-20,Inbound Call,KTA,Payment Issue,Neutral,175,47,0,Resolved,2.8,Saya ingin menanyakan status pengajuan saya.
CALL0000884,C000187,AG033,2026-01-15,Inbound Call,Credit Card,Transaction Issue,Neutral,357,68,1,Follow-up,3.7,Mohon informasi mengenai biaya dan ketentuan produk.
CALL0000885,C000976,AG021,2026-04-23,Outbound Call,KPR,Product Inquiry,Positive,138,0,0,Resolved,4.0,"Terima kasih sudah membantu saya, masalah saya sudah selesai."
CALL0000886,C000881,AG020,2026-03-30,Outbound Call,Mobile Banking,Information Request,Neutral,694,92,0,Resolved,4.8,Saya ingin mengetahui cara melakukan transaksi ini.
CALL0000887,C000064,AG010,2026-05-11,Inbound Call,Mobile Banking,Product Inquiry,Neutral,602,136,0,Resolved,4.9,Saya ingin mengetahui cara melakukan transaksi ini.
CALL0000888,C000232,AG023,2026-03-03,Inbound Call,General,Fraud Report,Neutral,483,97,1,Resolved,3.3,Saya ingin melaporkan transaksi yang mencurigakan.
CALL0000889,C000019,AG026,2026-06-09,Inbound Call,General,Information Request,Positive,450,28,0,Resolved,5.0,Penjelasannya jelas dan saya sangat terbantu.
CALL0000890,C000325,AG040,2026-04-03,Inbound Call,Savings,Fraud Report,Neutral,669,21,0,Resolved,4.2,Saya ingin melaporkan transaksi yang mencurigakan.
CALL0000891,C000120,AG030,2026-02-15,Outbound Call,Savings,Complaint,Neutral,638,81,2,Resolved,4.2,Saya ingin mengetahui cara melakukan transaksi ini.
CALL0000892,C000852,AG025,2026-02-17,Inbound Call,Debit Card,Payment Issue,Neutral,628,57,0,Resolved,2.8,Saya ingin menanyakan status pengajuan saya.
CALL0000893,C000627,AG037,2026-06-17,Outbound Call,Credit Card,Product Inquiry,Neutral,502,89,1,Resolved,3.6,Saya ingin mengetahui cara melakukan transaksi ini.
CALL0000894,C001176,AG017,2026-03-04,Inbound Call,Mobile Banking,Payment Issue,Neutral,357,98,0,Resolved,4.8,Mohon informasi mengenai biaya dan ketentuan produk.
CALL0000895,C000899,AG038,2026-03-15,Inbound Call,Savings,Payment Issue,Negative,558,125,1,Resolved,4.2,Saya sudah menunggu lama dan masalah ini belum selesai.
CALL0000896,C000734,AG015,2026-05-31,Outbound Call,Debit Card,Information Request,Negative,567,3,0,Unresolved,4.1,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.
CALL0000897,C000611,AG006,2026-03-21,Outbound Call,Debit Card,Product Inquiry,Positive,386,77,0,Resolved,4.2,Penjelasannya jelas dan saya sangat terbantu.
CALL0000898,C000066,AG017,2026-04-04,Outbound Call,Mobile Banking,Complaint,Negative,357,45,0,Unresolved,3.0,Saya sudah menunggu lama dan masalah ini belum selesai.
CALL0000899,C000085,AG006,2026-02-28,Outbound Call,Mobile Banking,Payment Issue,Negative,624,60,0,Resolved,4.0,Saya sudah menunggu lama dan masalah ini belum selesai.
CALL0000900,C000739,AG005,2026-03-24,Inbound Call,Mobile Banking,Cancellation,Neutral,720,113,0,Unresolved,5.0,Saya ingin menanyakan status pengajuan saya.
CALL0000901,C000006,AG036,2026-06-16,Inbound Call,Mobile Banking,Product Inquiry,Neutral,285,119,1,Resolved,4.9,Saya ingin menanyakan status pengajuan saya.
CALL0000902,C000051,AG032,2026-05-09,Inbound Call,KPR,Payment Issue,Neutral,373,142,0,Resolved,4.0,Mohon informasi mengenai biaya dan ketentuan produk.
CALL0000903,C000263,AG009,2026-08-28,Inbound Call,KPR,Cancellation,Positive,483,88,0,Resolved,5.0,Penjelasannya jelas dan saya sangat terbantu.
CALL0000904,C001061,AG034,2026-07-05,Inbound Call,Debit Card,Payment Issue,Negative,508,59,0,Resolved,3.1,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.
CALL0000905,C000551,AG003,2026-01-05,Outbound Call,Mobile Banking,Complaint,Neutral,326,51,0,Resolved,3.3,Saya ingin menanyakan status pengajuan saya.
CALL0000906,C000851,AG012,2026-04-01,Inbound Call,KPR,Complaint,Neutral,759,0,0,Unresolved,5.0,Mohon informasi mengenai biaya dan ketentuan produk.
CALL0000907,C000494,AG029,2026-03-11,Inbound Call,General,Payment Issue,Neutral,496,139,1,Resolved,4.5,Mohon informasi mengenai biaya dan ketentuan produk.
CALL0000908,C000208,AG013,2026-05-22,Inbound Call,General,Information Request,Positive,516,47,0,Follow-up,3.8,Penjelasannya jelas dan saya sangat terbantu.
CALL0000909,C000446,AG030,2026-03-05,Inbound Call,Mobile Banking,Transaction Issue,Positive,737,93,1,Resolved,4.0,Saya puas dengan solusi yang diberikan.
CALL0000910,C000110,AG035,2026-08-20,Inbound Call,KPR,Complaint,Neutral,339,102,0,Resolved,3.4,Saya ingin menanyakan status pengajuan saya.
CALL0000911,C000924,AG003,2026-03-13,Inbound Call,General,Product Inquiry,Neutral,404,0,0,Unresolved,4.3,Mohon informasi mengenai biaya dan ketentuan produk.
CALL0000912,C000221,AG001,2026-05-06,Inbound Call,KPR,Cancellation,Negative,194,14,1,Resolved,4.2,Saya sudah menunggu lama dan masalah ini belum selesai.
CALL0000913,C000452,AG038,2026-01-30,Inbound Call,Savings,Cancellation,Neutral,389,150,0,Resolved,4.1,Mohon informasi mengenai biaya dan ketentuan produk.
CALL0000914,C001176,AG021,2026-08-07,Outbound Call,General,Product Inquiry,Neutral,152,81,0,Resolved,3.2,Saya ingin menanyakan status pengajuan saya.
CALL0000915,C000710,AG021,2026-08-07,Inbound Call,Savings,Product Inquiry,Negative,555,33,0,Unresolved,4.2,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.
CALL0000916,C000550,AG019,2026-07-10,Inbound Call,KPR,Fraud Report,Positive,496,58,0,Resolved,3.7,Saya ingin melaporkan transaksi yang mencurigakan.
CALL0000917,C000652,AG018,2026-03-26,Inbound Call,Credit Card,Fraud Report,Neutral,370,125,0,Resolved,3.3,Saya tidak melakukan transaksi ini.
CALL0000918,C000941,AG028,2026-01-15,Inbound Call,KTA,Fraud Report,Negative,402,116,0,Resolved,5.0,Ada transaksi kartu yang bukan saya lakukan.
CALL0000919,C000306,AG024,2026-06-20,Inbound Call,Mobile Banking,Payment Issue,Neutral,557,0,1,Resolved,5.0,Mohon informasi mengenai biaya dan ketentuan produk.
CALL0000920,C000764,AG007,2026-04-13,Outbound Call,Debit Card,Information Request,Neutral,216,155,1,Resolved,5.0,Mohon informasi mengenai biaya dan ketentuan produk.
CALL0000921,C001047,AG026,2026-08-26,Inbound Call,KPR,Fraud Report,Neutral,457,118,1,Resolved,4.5,Saya ingin melaporkan transaksi yang mencurigakan.
CALL0000922,C000687,AG027,2026-06-17,Inbound Call,KPR,Product Inquiry,Neutral,546,57,0,Unresolved,3.9,Saya ingin menanyakan status pengajuan saya.
CALL0000923,C000536,AG005,2026-05-10,Inbound Call,Mobile Banking,Fraud Report,Neutral,99,0,0,Resolved,4.0,Ada transaksi kartu yang bukan saya lakukan.
CALL0000924,C000175,AG016,2026-08-25,Outbound Call,KPR,Complaint,Positive,543,123,1,Resolved,4.4,Penjelasannya jelas dan saya sangat terbantu.
CALL0000925,C000298,AG032,2026-07-12,Inbound Call,Credit Card,Transaction Issue,Neutral,119,91,0,Follow-up,3.7,Saya ingin menanyakan status pengajuan saya.
CALL0000926,C001135,AG025,2026-04-21,Inbound Call,Savings,Product Inquiry,Positive,399,0,0,Follow-up,5.0,"Terima kasih sudah membantu saya, masalah saya sudah selesai."
CALL0000927,C000649,AG006,2026-01-05,Outbound Call,Savings,Product Inquiry,Positive,211,52,0,Resolved,2.5,Penjelasannya jelas dan saya sangat terbantu.
CALL0000928,C000362,AG002,2026-01-23,Inbound Call,KPR,Cancellation,Neutral,678,237,0,Resolved,3.8,Mohon informasi mengenai biaya dan ketentuan produk.
CALL0000929,C000502,AG024,2026-04-17,Inbound Call,KPR,Payment Issue,Neutral,212,66,1,Resolved,4.7,Saya ingin mengetahui cara melakukan transaksi ini.
CALL0000930,C000694,AG019,2026-05-15,Inbound Call,KPR,Product Inquiry,Negative,123,24,0,Follow-up,3.4,Saya kecewa karena transaksi saya bermasalah.
CALL0000931,C000645,AG039,2026-01-08,Inbound Call,KTA,Product Inquiry,Neutral,444,10,0,Resolved,3.9,Mohon informasi mengenai biaya dan ketentuan produk.
CALL0000932,C000840,AG021,2026-01-31,Outbound Call,Credit Card,Transaction Issue,Neutral,346,162,1,Resolved,4.5,Saya ingin menanyakan status pengajuan saya.
CALL0000933,C000309,AG038,2026-06-19,Inbound Call,Credit Card,Transaction Issue,Neutral,149,112,0,Resolved,5.0,Saya ingin menanyakan status pengajuan saya.
CALL0000934,C000779,AG009,2026-06-30,Inbound Call,KTA,Cancellation,Neutral,515,142,0,Resolved,3.1,Mohon informasi mengenai biaya dan ketentuan produk.
CALL0000935,C000531,AG018,2026-01-08,Inbound Call,Credit Card,Fraud Report,Neutral,62,79,0,Resolved,3.0,Saya tidak melakukan transaksi ini.
CALL0000936,C001128,AG006,2026-05-02,Inbound Call,KTA,Cancellation,Negative,233,134,0,Unresolved,3.3,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.
CALL0000937,C000190,AG023,2026-01-20,Outbound Call,Mobile Banking,Complaint,Neutral,316,18,0,Resolved,2.9,Saya ingin menanyakan status pengajuan saya.
CALL0000938,C000178,AG008,2026-06-23,Inbound Call,Credit Card,Complaint,Neutral,564,74,0,Resolved,3.0,Saya ingin menanyakan status pengajuan saya.
CALL0000939,C000554,AG020,2026-07-20,Outbound Call,Mobile Banking,Information Request,Neutral,653,81,1,Unresolved,3.3,Mohon informasi mengenai biaya dan ketentuan produk.
CALL0000940,C000610,AG014,2026-07-28,Inbound Call,Mobile Banking,Information Request,Negative,619,141,0,Resolved,5.0,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.
CALL0000941,C000829,AG008,2026-05-24,Inbound Call,Mobile Banking,Product Inquiry,Neutral,392,83,0,Resolved,3.8,Mohon informasi mengenai biaya dan ketentuan produk.
CALL0000942,C000485,AG004,2026-05-31,Inbound Call,Mobile Banking,Product Inquiry,Neutral,45,31,0,Resolved,4.1,Mohon informasi mengenai biaya dan ketentuan produk.
CALL0000943,C001096,AG021,2026-08-11,Outbound Call,Debit Card,Fraud Report,Negative,490,69,0,Unresolved,3.3,Saya tidak melakukan transaksi ini.
CALL0000944,C000569,AG038,2026-05-27,Inbound Call,Credit Card,Transaction Issue,Negative,685,0,0,Resolved,4.5,Saya kecewa karena transaksi saya bermasalah.
CALL0000945,C000156,AG008,2026-04-18,Inbound Call,KPR,Product Inquiry,Neutral,642,0,0,Unresolved,5.0,Mohon informasi mengenai biaya dan ketentuan produk.
CALL0000946,C000143,AG017,2026-07-01,Inbound Call,KTA,Complaint,Negative,503,111,0,Resolved,3.4,Saya kecewa karena transaksi saya bermasalah.
CALL0000947,C001168,AG009,2026-05-22,Inbound Call,Mobile Banking,Fraud Report,Negative,206,44,0,Resolved,5.0,Saya ingin melaporkan transaksi yang mencurigakan.
CALL0000948,C000161,AG033,2026-07-22,Inbound Call,General,Information Request,Neutral,325,51,0,Resolved,4.3,Mohon informasi mengenai biaya dan ketentuan produk.
CALL0000949,C001137,AG017,2026-05-06,Inbound Call,General,Complaint,Negative,768,111,0,Resolved,4.1,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.
CALL0000950,C000334,AG039,2026-07-28,Outbound Call,Mobile Banking,Information Request,Neutral,165,142,0,Resolved,4.4,Saya ingin mengetahui cara melakukan transaksi ini.
CALL0000951,C000112,AG010,2026-01-11,Inbound Call,KTA,Complaint,Neutral,213,94,0,Unresolved,4.3,Mohon informasi mengenai biaya dan ketentuan produk.
CALL0000952,C000366,AG004,2026-01-09,Inbound Call,KTA,Fraud Report,Neutral,590,171,0,Resolved,5.0,Ada transaksi kartu yang bukan saya lakukan.
CALL0000953,C000738,AG024,2026-01-24,Inbound Call,Credit Card,Fraud Report,Negative,342,93,0,Resolved,4.4,Saya tidak melakukan transaksi ini.
CALL0000954,C000514,AG027,2026-05-14,Inbound Call,Savings,Product Inquiry,Neutral,207,82,1,Follow-up,4.5,Saya ingin menanyakan status pengajuan saya.
CALL0000955,C000942,AG040,2026-06-20,Inbound Call,Savings,Fraud Report,Neutral,695,78,0,Resolved,3.7,Saya tidak melakukan transaksi ini.
CALL0000956,C000733,AG035,2026-02-21,Inbound Call,KPR,Information Request,Positive,503,0,2,Resolved,4.7,"Terima kasih sudah membantu saya, masalah saya sudah selesai."
CALL0000957,C000481,AG036,2026-02-07,Inbound Call,Debit Card,Complaint,Neutral,351,118,0,Resolved,3.3,Mohon informasi mengenai biaya dan ketentuan produk.
CALL0000958,C000761,AG026,2026-07-26,Inbound Call,Debit Card,Product Inquiry,Negative,214,0,1,Resolved,4.1,Saya kecewa karena transaksi saya bermasalah.
CALL0000959,C001165,AG015,2026-06-30,Outbound Call,KTA,Payment Issue,Negative,789,33,1,Follow-up,5.0,Saya kecewa karena transaksi saya bermasalah.
CALL0000960,C000494,AG018,2026-06-05,Inbound Call,General,Information Request,Positive,416,66,0,Follow-up,2.2,Penjelasannya jelas dan saya sangat terbantu.
CALL0000961,C000184,AG006,2026-04-28,Inbound Call,Credit Card,Information Request,Negative,672,22,1,Resolved,4.2,Saya sudah menunggu lama dan masalah ini belum selesai.
CALL0000962,C000491,AG018,2026-04-11,Outbound Call,General,Transaction Issue,Negative,581,40,0,Follow-up,4.3,Saya kecewa karena transaksi saya bermasalah.
CALL0000963,C001008,AG015,2026-01-05,Outbound Call,Debit Card,Information Request,Neutral,326,166,1,Resolved,3.9,Saya ingin mengetahui cara melakukan transaksi ini.
CALL0000964,C000261,AG002,2026-02-15,Inbound Call,KPR,Information Request,Positive,328,126,0,Follow-up,3.9,"Terima kasih sudah membantu saya, masalah saya sudah selesai."
CALL0000965,C001139,AG009,2026-08-04,Inbound Call,Mobile Banking,Fraud Report,Neutral,680,27,0,Unresolved,4.1,Ada transaksi kartu yang bukan saya lakukan.
CALL0000966,C000706,AG022,2026-03-23,Inbound Call,KTA,Cancellation,Positive,683,39,0,Resolved,3.9,Saya puas dengan solusi yang diberikan.
CALL0000967,C000722,AG015,2026-06-19,Inbound Call,Debit Card,Product Inquiry,Neutral,82,0,0,Resolved,4.2,Mohon informasi mengenai biaya dan ketentuan produk.
CALL0000968,C000381,AG040,2026-06-18,Inbound Call,KPR,Payment Issue,Neutral,519,104,0,Unresolved,3.7,Saya ingin mengetahui cara melakukan transaksi ini.
CALL0000969,C001104,AG020,2026-03-16,Inbound Call,KPR,Transaction Issue,Negative,398,51,0,Resolved,5.0,Saya sudah menunggu lama dan masalah ini belum selesai.
CALL0000970,C000044,AG039,2026-02-19,Inbound Call,KTA,Fraud Report,Neutral,234,0,0,Resolved,3.9,Ada transaksi kartu yang bukan saya lakukan.
CALL0000971,C000359,AG027,2026-06-16,Inbound Call,KPR,Transaction Issue,Negative,467,71,0,Resolved,4.5,Saya sudah menunggu lama dan masalah ini belum selesai.
CALL0000972,C000502,AG002,2026-01-23,Inbound Call,KTA,Complaint,Negative,177,89,1,Resolved,3.5,Saya sudah menunggu lama dan masalah ini belum selesai.
CALL0000973,C000573,AG009,2026-04-29,Inbound Call,Mobile Banking,Transaction Issue,Positive,336,118,1,Resolved,4.7,"Terima kasih sudah membantu saya, masalah saya sudah selesai."
CALL0000974,C000569,AG029,2026-08-02,Inbound Call,Mobile Banking,Information Request,Neutral,276,61,0,Resolved,4.6,Saya ingin menanyakan status pengajuan saya.
CALL0000975,C000178,AG022,2026-06-20,Outbound Call,Savings,Fraud Report,Negative,330,45,1,Unresolved,4.4,Saya ingin melaporkan transaksi yang mencurigakan.
CALL0000976,C000271,AG013,2026-07-03,Outbound Call,KPR,Information Request,Negative,407,174,0,Resolved,3.3,Saya kecewa karena transaksi saya bermasalah.
CALL0000977,C000115,AG021,2026-01-20,Inbound Call,KPR,Cancellation,Neutral,237,65,0,Resolved,3.5,Saya ingin mengetahui cara melakukan transaksi ini.
CALL0000978,C000687,AG037,2026-02-17,Inbound Call,General,Cancellation,Neutral,703,105,0,Resolved,5.0,Saya ingin mengetahui cara melakukan transaksi ini.
CALL0000979,C000421,AG016,2026-03-08,Inbound Call,KPR,Payment Issue,Neutral,509,35,0,Resolved,3.5,Saya ingin menanyakan status pengajuan saya.
CALL0000980,C000679,AG002,2026-03-12,Inbound Call,Credit Card,Complaint,Negative,743,103,0,Resolved,4.5,Saya kecewa karena transaksi saya bermasalah.
CALL0000981,C000708,AG013,2026-02-16,Inbound Call,Savings,Complaint,Negative,391,0,0,Resolved,3.3,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.
CALL0000982,C000842,AG038,2026-08-22,Inbound Call,Credit Card,Payment Issue,Positive,321,40,0,Resolved,4.8,Penjelasannya jelas dan saya sangat terbantu.
CALL0000983,C000656,AG031,2026-02-09,Inbound Call,KTA,Cancellation,Positive,737,0,1,Resolved,3.5,Penjelasannya jelas dan saya sangat terbantu.
CALL0000984,C000777,AG034,2026-06-19,Inbound Call,Debit Card,Product Inquiry,Positive,316,32,1,Resolved,3.3,Saya puas dengan solusi yang diberikan.
CALL0000985,C000704,AG037,2026-05-21,Inbound Call,KPR,Transaction Issue,Negative,388,134,1,Resolved,3.5,Saya kecewa karena transaksi saya bermasalah.
CALL0000986,C000783,AG005,2026-05-27,Inbound Call,Mobile Banking,Fraud Report,Negative,550,31,0,Unresolved,3.6,Saya ingin melaporkan transaksi yang mencurigakan.
CALL0000987,C000740,AG012,2026-02-21,Inbound Call,Savings,Fraud Report,Negative,197,105,0,Resolved,4.4,Ada transaksi kartu yang bukan saya lakukan.
CALL0000988,C000380,AG003,2026-03-15,Outbound Call,KTA,Cancellation,Positive,548,148,0,Follow-up,4.1,Penjelasannya jelas dan saya sangat terbantu.
CALL0000989,C000296,AG001,2026-05-26,Inbound Call,Mobile Banking,Fraud Report,Neutral,525,63,0,Resolved,3.2,Saya tidak melakukan transaksi ini.
CALL0000990,C000945,AG034,2026-03-13,Inbound Call,Mobile Banking,Complaint,Neutral,648,120,1,Resolved,4.0,Saya ingin mengetahui cara melakukan transaksi ini.
CALL0000991,C000411,AG038,2026-06-16,Inbound Call,KTA,Product Inquiry,Neutral,580,94,0,Resolved,3.2,Saya ingin menanyakan status pengajuan saya.
