Feedback_ID,Text,Topic,Channel,Sentiment,Clean_Text,Topic_Model,Topic_Score,Sentiment_Priority,Priority
FB00845,Saya suka fitur mobile banking yang lengkap,Card,Email,positive,saya suka fitur mobile banking yang lengkap,6,0.22314460568451358,0,Low
FB00868,Aplikasi banking sering error saat saya gunakan,ATM,Call Center,negative,aplikasi banking sering error saat saya gunakan,3,0.1701897356859821,3,High
FB01800,Saya ingin mengetahui jam operasional cabang,Mobile Banking,Email,neutral,saya ingin mengetahui jam operasional cabang,2,0.2455238818801823,1,Medium
FB00139,Apa syarat pengajuan KPR,Savings,ATM,neutral,apa syarat pengajuan kpr,5,0.16188235170437767,1,Medium
FB00894,Aplikasi sulit digunakan dan sering logout,Card,ATM,negative,aplikasi sulit digunakan dan sering logout,3,0.242213474053518,3,High
FB01838,Saya ingin mengetahui limit kartu kredit,Loan,Call Center,neutral,saya ingin mengetahui limit kartu kredit,2,0.25019283653826707,1,Medium
FB00550,Customer service lambat merespons keluhan saya,Loan,Email,negative,customer service lambat merespons keluhan saya,4,0.1837918353330011,3,High
FB00320,Saya ingin mengetahui jam operasional cabang,Card,Email,neutral,saya ingin mengetahui jam operasional cabang,2,0.2455238818801823,1,Medium
FB01527,Transfer berhasil tanpa masalah,Mobile Banking,Branch,positive,transfer berhasil tanpa masalah,6,1.614786542755145e-06,0,Low
FB01806,Petugas bank ramah dan profesional,ATM,Mobile App,positive,petugas bank ramah dan profesional,1,0.031096285002941575,0,Low
FB01178,Saya ingin mengetahui limit kartu kredit,Transaction,Call Center,neutral,saya ingin mengetahui limit kartu kredit,2,0.25019283653826707,1,Medium
FB00559,Apa syarat pengajuan KPR,Savings,ATM,neutral,apa syarat pengajuan kpr,5,0.16188235170437767,1,Medium
FB00140,Saya ingin mengetahui jam operasional cabang,ATM,Email,neutral,saya ingin mengetahui jam operasional cabang,2,0.2455238818801823,1,Medium
FB01735,Saya tidak puas dengan pelayanan bank,Savings,Email,negative,saya tidak puas dengan pelayanan bank,1,0.09336184129421808,3,High
FB00532,Saya kecewa karena biaya administrasi terlalu tinggi,ATM,Branch,negative,saya kecewa karena biaya administrasi terlalu tinggi,5,0.1152856150730353,3,High
FB00225,Saya suka fitur mobile banking yang lengkap,Mobile Banking,Email,positive,saya suka fitur mobile banking yang lengkap,6,0.22314460568451358,0,Low
FB00724,Proses transaksi berjalan lancar dan cepat,Customer Service,ATM,positive,proses transaksi berjalan lancar dan cepat,4,0.10629773296912669,0,Low
FB00787,Transfer berhasil tanpa masalah,Customer Service,Branch,positive,transfer berhasil tanpa masalah,6,1.614786542755145e-06,0,Low
FB01718,Saya ingin mengetahui limit kartu kredit,Customer Service,Call Center,neutral,saya ingin mengetahui limit kartu kredit,2,0.25019283653826707,1,Medium
FB01008,Aplikasi banking sering error saat saya gunakan,ATM,Call Center,negative,aplikasi banking sering error saat saya gunakan,3,0.1701897356859821,3,High
FB00410,Customer service lambat merespons keluhan saya,Loan,Email,negative,customer service lambat merespons keluhan saya,4,0.1837918353330011,3,High
FB00326,Petugas bank ramah dan profesional,Loan,Mobile App,positive,petugas bank ramah dan profesional,1,0.031096285002941575,0,Low
FB01766,Petugas bank ramah dan profesional,Transaction,Mobile App,positive,petugas bank ramah dan profesional,1,0.031096285002941575,0,Low
FB00300,Saya ingin mengetahui jam operasional cabang,Savings,Email,neutral,saya ingin mengetahui jam operasional cabang,2,0.2455238818801823,1,Medium
FB01263,Pelayanan customer service sangat cepat dan membantu,Customer Service,Call Center,positive,pelayanan customer service sangat cepat dan membantu,4,0.21081811532378333,0,Low
FB01946,Petugas bank ramah dan profesional,ATM,Mobile App,positive,petugas bank ramah dan profesional,1,0.031096285002941575,0,Low
FB00026,Petugas bank ramah dan profesional,Card,Mobile App,positive,petugas bank ramah dan profesional,1,0.031096285002941575,0,Low
FB01859,Apa syarat pengajuan KPR,Loan,ATM,neutral,apa syarat pengajuan kpr,5,0.16188235170437767,1,Medium
FB00715,Saya tidak puas dengan pelayanan bank,Mobile Banking,Email,negative,saya tidak puas dengan pelayanan bank,1,0.09336184129421808,3,High
FB01010,Customer service lambat merespons keluhan saya,Transaction,Email,negative,customer service lambat merespons keluhan saya,4,0.1837918353330011,3,High
FB00194,Aplikasi sulit digunakan dan sering logout,Card,ATM,negative,aplikasi sulit digunakan dan sering logout,3,0.242213474053518,3,High
FB00441,Saya sangat puas dengan layanan bank ini,ATM,Mobile App,positive,saya sangat puas dengan layanan bank ini,1,0.09265928272652466,0,Low
FB00574,Aplikasi sulit digunakan dan sering logout,ATM,ATM,negative,aplikasi sulit digunakan dan sering logout,3,0.242213474053518,3,High
FB00947,Transfer berhasil tanpa masalah,Transaction,Branch,positive,transfer berhasil tanpa masalah,6,1.614786542755145e-06,0,Low
FB00998,Saya ingin mengetahui limit kartu kredit,Loan,Call Center,neutral,saya ingin mengetahui limit kartu kredit,2,0.25019283653826707,1,Medium
FB00504,Proses transaksi berjalan lancar dan cepat,ATM,ATM,positive,proses transaksi berjalan lancar dan cepat,4,0.10629773296912669,0,Low
FB00606,Petugas bank ramah dan profesional,Loan,Mobile App,positive,petugas bank ramah dan profesional,1,0.031096285002941575,0,Low
FB01717,Bagaimana cara mengganti PIN kartu,Transaction,Branch,neutral,bagaimana cara mengganti pin kartu,2,0.04933707118670494,1,Medium
FB01164,Proses transaksi berjalan lancar dan cepat,Transaction,ATM,positive,proses transaksi berjalan lancar dan cepat,4,0.10629773296912669,0,Low
FB01787,Transfer berhasil tanpa masalah,Transaction,Branch,positive,transfer berhasil tanpa masalah,6,1.614786542755145e-06,0,Low
FB00847,Transfer berhasil tanpa masalah,ATM,Branch,positive,transfer berhasil tanpa masalah,6,1.614786542755145e-06,0,Low
FB00004,Proses transaksi berjalan lancar dan cepat,Loan,ATM,positive,proses transaksi berjalan lancar dan cepat,4,0.10629773296912669,0,Low
FB01287,Transfer berhasil tanpa masalah,Savings,Branch,positive,transfer berhasil tanpa masalah,6,1.614786542755145e-06,0,Low
FB01223,Pelayanan customer service sangat cepat dan membantu,Card,Call Center,positive,pelayanan customer service sangat cepat dan membantu,4,0.21081811532378333,0,Low
FB00468,Aplikasi banking sering error saat saya gunakan,Savings,Call Center,negative,aplikasi banking sering error saat saya gunakan,3,0.1701897356859821,3,High
FB00322,Aplikasi mobile banking sangat mudah digunakan,ATM,Branch,positive,aplikasi mobile banking sangat mudah digunakan,6,0.20989998208001634,0,Low
FB00006,Petugas bank ramah dan profesional,Savings,Mobile App,positive,petugas bank ramah dan profesional,1,0.031096285002941575,0,Low
FB00223,Pelayanan customer service sangat cepat dan membantu,Savings,Call Center,positive,pelayanan customer service sangat cepat dan membantu,4,0.21081811532378333,0,Low
FB01375,Saya tidak puas dengan pelayanan bank,Customer Service,Email,negative,saya tidak puas dengan pelayanan bank,1,0.09336184129421808,3,High
FB00548,Aplikasi banking sering error saat saya gunakan,Transaction,Call Center,negative,aplikasi banking sering error saat saya gunakan,3,0.1701897356859821,3,High
FB00229,Transaksi saya gagal dan saldo belum kembali,Card,ATM,negative,transaksi saya gagal dan saldo belum kembali,4,0.07976518594179097,3,High
FB00040,Saya ingin mengetahui jam operasional cabang,Card,Email,neutral,saya ingin mengetahui jam operasional cabang,2,0.2455238818801823,1,Medium
FB00543,Pelayanan customer service sangat cepat dan membantu,Loan,Call Center,positive,pelayanan customer service sangat cepat dan membantu,4,0.21081811532378333,0,Low
FB00243,Pelayanan customer service sangat cepat dan membantu,Card,Call Center,positive,pelayanan customer service sangat cepat dan membantu,4,0.21081811532378333,0,Low
FB00899,Apa syarat pengajuan KPR,Customer Service,ATM,neutral,apa syarat pengajuan kpr,5,0.16188235170437767,1,Medium
FB01134,Aplikasi sulit digunakan dan sering logout,ATM,ATM,negative,aplikasi sulit digunakan dan sering logout,3,0.242213474053518,3,High
FB01449,Transaksi saya gagal dan saldo belum kembali,ATM,ATM,negative,transaksi saya gagal dan saldo belum kembali,4,0.07976518594179097,3,High
FB01869,Transaksi saya gagal dan saldo belum kembali,ATM,ATM,negative,transaksi saya gagal dan saldo belum kembali,4,0.07976518594179097,3,High
FB00843,Pelayanan customer service sangat cepat dan membantu,Customer Service,Call Center,positive,pelayanan customer service sangat cepat dan membantu,4,0.21081811532378333,0,Low
FB01419,Apa syarat pengajuan KPR,Card,ATM,neutral,apa syarat pengajuan kpr,5,0.16188235170437767,1,Medium
FB01654,Aplikasi sulit digunakan dan sering logout,Transaction,ATM,negative,aplikasi sulit digunakan dan sering logout,3,0.242213474053518,3,High
FB01970,Customer service lambat merespons keluhan saya,Customer Service,Email,negative,customer service lambat merespons keluhan saya,4,0.1837918353330011,3,High
FB00662,Aplikasi mobile banking sangat mudah digunakan,Loan,Branch,positive,aplikasi mobile banking sangat mudah digunakan,6,0.20989998208001634,0,Low
FB01211,Proses pengajuan kredit terlalu lama,ATM,Mobile App,negative,proses pengajuan kredit terlalu lama,5,0.2129058517153481,3,High
FB00315,Saya tidak puas dengan pelayanan bank,ATM,Email,negative,saya tidak puas dengan pelayanan bank,1,0.09336184129421808,3,High
FB00692,Saya kecewa karena biaya administrasi terlalu tinggi,Savings,Branch,negative,saya kecewa karena biaya administrasi terlalu tinggi,5,0.1152856150730353,3,High
FB01504,Proses transaksi berjalan lancar dan cepat,Savings,ATM,positive,proses transaksi berjalan lancar dan cepat,4,0.10629773296912669,0,Low
FB00425,Saya suka fitur mobile banking yang lengkap,Card,Email,positive,saya suka fitur mobile banking yang lengkap,6,0.22314460568451358,0,Low
FB00595,Saya tidak puas dengan pelayanan bank,ATM,Email,negative,saya tidak puas dengan pelayanan bank,1,0.09336184129421808,3,High
FB01964,Proses transaksi berjalan lancar dan cepat,Loan,ATM,positive,proses transaksi berjalan lancar dan cepat,4,0.10629773296912669,0,Low
FB00623,Pelayanan customer service sangat cepat dan membantu,ATM,Call Center,positive,pelayanan customer service sangat cepat dan membantu,4,0.21081811532378333,0,Low
FB01171,Proses pengajuan kredit terlalu lama,Transaction,Mobile App,negative,proses pengajuan kredit terlalu lama,5,0.2129058517153481,3,High
FB01044,Proses transaksi berjalan lancar dan cepat,Mobile Banking,ATM,positive,proses transaksi berjalan lancar dan cepat,4,0.10629773296912669,0,Low
FB00228,Aplikasi banking sering error saat saya gunakan,Loan,Call Center,negative,aplikasi banking sering error saat saya gunakan,3,0.1701897356859821,3,High
FB01118,Saya ingin mengetahui limit kartu kredit,Card,Call Center,neutral,saya ingin mengetahui limit kartu kredit,2,0.25019283653826707,1,Medium
FB01332,Saya kecewa karena biaya administrasi terlalu tinggi,Transaction,Branch,negative,saya kecewa karena biaya administrasi terlalu tinggi,5,0.1152856150730353,3,High
FB01316,Saya ingin informasi tentang produk tabungan,ATM,Mobile App,neutral,saya ingin informasi tentang produk tabungan,2,0.16840665324179388,1,Medium
FB00067,Transfer berhasil tanpa masalah,Loan,Branch,positive,transfer berhasil tanpa masalah,6,1.614786542755145e-06,0,Low
FB00025,Saya suka fitur mobile banking yang lengkap,Loan,Email,positive,saya suka fitur mobile banking yang lengkap,6,0.22314460568451358,0,Low
FB00145,Saya suka fitur mobile banking yang lengkap,Card,Email,positive,saya suka fitur mobile banking yang lengkap,6,0.22314460568451358,0,Low
FB00537,Bagaimana cara mengganti PIN kartu,Card,Branch,neutral,bagaimana cara mengganti pin kartu,2,0.04933707118670494,1,Medium
FB00812,Saya kecewa karena biaya administrasi terlalu tinggi,ATM,Branch,negative,saya kecewa karena biaya administrasi terlalu tinggi,5,0.1152856150730353,3,High
FB01467,Transfer berhasil tanpa masalah,Loan,Branch,positive,transfer berhasil tanpa masalah,6,1.614786542755145e-06,0,Low
FB00086,Petugas bank ramah dan profesional,Transaction,Mobile App,positive,petugas bank ramah dan profesional,1,0.031096285002941575,0,Low
FB01661,Saya sangat puas dengan layanan bank ini,Transaction,Mobile App,positive,saya sangat puas dengan layanan bank ini,1,0.09265928272652466,0,Low
FB01646,Petugas bank ramah dan profesional,Mobile Banking,Mobile App,positive,petugas bank ramah dan profesional,1,0.031096285002941575,0,Low
FB01805,Saya suka fitur mobile banking yang lengkap,Savings,Email,positive,saya suka fitur mobile banking yang lengkap,6,0.22314460568451358,0,Low
FB01818,Saya ingin mengetahui limit kartu kredit,Card,Call Center,neutral,saya ingin mengetahui limit kartu kredit,2,0.25019283653826707,1,Medium
FB01577,Bagaimana cara mengganti PIN kartu,Transaction,Branch,neutral,bagaimana cara mengganti pin kartu,2,0.04933707118670494,1,Medium
FB01145,Saya suka fitur mobile banking yang lengkap,Loan,Email,positive,saya suka fitur mobile banking yang lengkap,6,0.22314460568451358,0,Low
FB00363,Pelayanan customer service sangat cepat dan membantu,Savings,Call Center,positive,pelayanan customer service sangat cepat dan membantu,4,0.21081811532378333,0,Low
FB01612,Saya kecewa karena biaya administrasi terlalu tinggi,Transaction,Branch,negative,saya kecewa karena biaya administrasi terlalu tinggi,5,0.1152856150730353,3,High
FB01866,Petugas bank ramah dan profesional,Loan,Mobile App,positive,petugas bank ramah dan profesional,1,0.031096285002941575,0,Low
FB01027,Transfer berhasil tanpa masalah,Card,Branch,positive,transfer berhasil tanpa masalah,6,1.614786542755145e-06,0,Low
FB01031,Proses pengajuan kredit terlalu lama,Transaction,Mobile App,negative,proses pengajuan kredit terlalu lama,5,0.2129058517153481,3,High
FB01304,Proses transaksi berjalan lancar dan cepat,Transaction,ATM,positive,proses transaksi berjalan lancar dan cepat,4,0.10629773296912669,0,Low
FB01356,Saya ingin informasi tentang produk tabungan,Card,Mobile App,neutral,saya ingin informasi tentang produk tabungan,2,0.16840665324179388,1,Medium
FB01731,Proses pengajuan kredit terlalu lama,Transaction,Mobile App,negative,proses pengajuan kredit terlalu lama,5,0.2129058517153481,3,High
FB00666,Petugas bank ramah dan profesional,Mobile Banking,Mobile App,positive,petugas bank ramah dan profesional,1,0.031096285002941575,0,Low
FB00365,Saya suka fitur mobile banking yang lengkap,Mobile Banking,Email,positive,saya suka fitur mobile banking yang lengkap,6,0.22314460568451358,0,Low
FB00078,Saya ingin mengetahui limit kartu kredit,Mobile Banking,Call Center,neutral,saya ingin mengetahui limit kartu kredit,2,0.25019283653826707,1,Medium
FB00028,Aplikasi banking sering error saat saya gunakan,ATM,Call Center,negative,aplikasi banking sering error saat saya gunakan,3,0.1701897356859821,3,High
FB01437,Bagaimana cara mengganti PIN kartu,Transaction,Branch,neutral,bagaimana cara mengganti pin kartu,2,0.04933707118670494,1,Medium
FB00526,Petugas bank ramah dan profesional,Mobile Banking,Mobile App,positive,petugas bank ramah dan profesional,1,0.031096285002941575,0,Low
FB01835,Saya tidak puas dengan pelayanan bank,Mobile Banking,Email,negative,saya tidak puas dengan pelayanan bank,1,0.09336184129421808,3,High
FB00056,Saya ingin informasi tentang produk tabungan,ATM,Mobile App,neutral,saya ingin informasi tentang produk tabungan,2,0.16840665324179388,1,Medium
FB00639,Apa syarat pengajuan KPR,Transaction,ATM,neutral,apa syarat pengajuan kpr,5,0.16188235170437767,1,Medium
FB00303,Pelayanan customer service sangat cepat dan membantu,Transaction,Call Center,positive,pelayanan customer service sangat cepat dan membantu,4,0.21081811532378333,0,Low
FB00719,Apa syarat pengajuan KPR,Card,ATM,neutral,apa syarat pengajuan kpr,5,0.16188235170437767,1,Medium
FB00625,Saya suka fitur mobile banking yang lengkap,Transaction,Email,positive,saya suka fitur mobile banking yang lengkap,6,0.22314460568451358,0,Low
FB00008,Aplikasi banking sering error saat saya gunakan,Mobile Banking,Call Center,negative,aplikasi banking sering error saat saya gunakan,3,0.1701897356859821,3,High
FB00804,Proses transaksi berjalan lancar dan cepat,Savings,ATM,positive,proses transaksi berjalan lancar dan cepat,4,0.10629773296912669,0,Low
FB01050,Customer service lambat merespons keluhan saya,ATM,Email,negative,customer service lambat merespons keluhan saya,4,0.1837918353330011,3,High
FB00337,Bagaimana cara mengganti PIN kartu,Mobile Banking,Branch,neutral,bagaimana cara mengganti pin kartu,2,0.04933707118670494,1,Medium
FB00048,Aplikasi banking sering error saat saya gunakan,Savings,Call Center,negative,aplikasi banking sering error saat saya gunakan,3,0.1701897356859821,3,High
FB01764,Proses transaksi berjalan lancar dan cepat,ATM,ATM,positive,proses transaksi berjalan lancar dan cepat,4,0.10629773296912669,0,Low
FB00107,Transfer berhasil tanpa masalah,Transaction,Branch,positive,transfer berhasil tanpa masalah,6,1.614786542755145e-06,0,Low
FB00350,Customer service lambat merespons keluhan saya,ATM,Email,negative,customer service lambat merespons keluhan saya,4,0.1837918353330011,3,High
FB01080,Saya ingin mengetahui jam operasional cabang,Transaction,Email,neutral,saya ingin mengetahui jam operasional cabang,2,0.2455238818801823,1,Medium
FB00239,Apa syarat pengajuan KPR,Mobile Banking,ATM,neutral,apa syarat pengajuan kpr,5,0.16188235170437767,1,Medium
FB00214,Aplikasi sulit digunakan dan sering logout,Loan,ATM,negative,aplikasi sulit digunakan dan sering logout,3,0.242213474053518,3,High
FB01776,Saya ingin informasi tentang produk tabungan,Card,Mobile App,neutral,saya ingin informasi tentang produk tabungan,2,0.16840665324179388,1,Medium
FB01139,Apa syarat pengajuan KPR,Card,ATM,neutral,apa syarat pengajuan kpr,5,0.16188235170437767,1,Medium
FB00794,Aplikasi sulit digunakan dan sering logout,Customer Service,ATM,negative,aplikasi sulit digunakan dan sering logout,3,0.242213474053518,3,High
FB01587,Transfer berhasil tanpa masalah,Card,Branch,positive,transfer berhasil tanpa masalah,6,1.614786542755145e-06,0,Low
FB01583,Pelayanan customer service sangat cepat dan membantu,Mobile Banking,Call Center,positive,pelayanan customer service sangat cepat dan membantu,4,0.21081811532378333,0,Low
FB01672,Saya kecewa karena biaya administrasi terlalu tinggi,Savings,Branch,negative,saya kecewa karena biaya administrasi terlalu tinggi,5,0.1152856150730353,3,High
FB00524,Proses transaksi berjalan lancar dan cepat,Savings,ATM,positive,proses transaksi berjalan lancar dan cepat,4,0.10629773296912669,0,Low
FB00233,ATM sering tidak bisa digunakan,Transaction,Call Center,negative,atm sering tidak bisa digunakan,3,0.21136854725851217,3,High
FB00645,Saya suka fitur mobile banking yang lengkap,Mobile Banking,Email,positive,saya suka fitur mobile banking yang lengkap,6,0.22314460568451358,0,Low
FB01508,Aplikasi banking sering error saat saya gunakan,Customer Service,Call Center,negative,aplikasi banking sering error saat saya gunakan,3,0.1701897356859821,3,High
FB00534,Aplikasi sulit digunakan dan sering logout,Transaction,ATM,negative,aplikasi sulit digunakan dan sering logout,3,0.242213474053518,3,High
FB01942,Aplikasi mobile banking sangat mudah digunakan,Customer Service,Branch,positive,aplikasi mobile banking sangat mudah digunakan,6,0.20989998208001634,0,Low
FB00604,Proses transaksi berjalan lancar dan cepat,Transaction,ATM,positive,proses transaksi berjalan lancar dan cepat,4,0.10629773296912669,0,Low
FB01330,Customer service lambat merespons keluhan saya,ATM,Email,negative,customer service lambat merespons keluhan saya,4,0.1837918353330011,3,High
FB01075,Saya tidak puas dengan pelayanan bank,Loan,Email,negative,saya tidak puas dengan pelayanan bank,1,0.09336184129421808,3,High
FB01305,Saya suka fitur mobile banking yang lengkap,Customer Service,Email,positive,saya suka fitur mobile banking yang lengkap,6,0.22314460568451358,0,Low
FB00061,Saya sangat puas dengan layanan bank ini,Card,Mobile App,positive,saya sangat puas dengan layanan bank ini,1,0.09265928272652466,0,Low
FB01264,Proses transaksi berjalan lancar dan cepat,Loan,ATM,positive,proses transaksi berjalan lancar dan cepat,4,0.10629773296912669,0,Low
FB00093,ATM sering tidak bisa digunakan,Transaction,Call Center,negative,atm sering tidak bisa digunakan,3,0.21136854725851217,3,High
FB00667,Transfer berhasil tanpa masalah,Transaction,Branch,positive,transfer berhasil tanpa masalah,6,1.614786542755145e-06,0,Low
FB00281,Saya sangat puas dengan layanan bank ini,Mobile Banking,Mobile App,positive,saya sangat puas dengan layanan bank ini,1,0.09265928272652466,0,Low
FB01114,Aplikasi sulit digunakan dan sering logout,Mobile Banking,ATM,negative,aplikasi sulit digunakan dan sering logout,3,0.242213474053518,3,High
FB00360,Saya ingin mengetahui jam operasional cabang,Customer Service,Email,neutral,saya ingin mengetahui jam operasional cabang,2,0.2455238818801823,1,Medium
FB01129,Transaksi saya gagal dan saldo belum kembali,Transaction,ATM,negative,transaksi saya gagal dan saldo belum kembali,4,0.07976518594179097,3,High
FB01170,Customer service lambat merespons keluhan saya,Mobile Banking,Email,negative,customer service lambat merespons keluhan saya,4,0.1837918353330011,3,High
FB00848,Aplikasi banking sering error saat saya gunakan,Mobile Banking,Call Center,negative,aplikasi banking sering error saat saya gunakan,3,0.1701897356859821,3,High
FB01522,Aplikasi mobile banking sangat mudah digunakan,Customer Service,Branch,positive,aplikasi mobile banking sangat mudah digunakan,6,0.20989998208001634,0,Low
FB00111,Proses pengajuan kredit terlalu lama,Savings,Mobile App,negative,proses pengajuan kredit terlalu lama,5,0.2129058517153481,3,High
FB00043,Pelayanan customer service sangat cepat dan membantu,Mobile Banking,Call Center,positive,pelayanan customer service sangat cepat dan membantu,4,0.21081811532378333,0,Low
FB00126,Petugas bank ramah dan profesional,ATM,Mobile App,positive,petugas bank ramah dan profesional,1,0.031096285002941575,0,Low
FB00205,Saya suka fitur mobile banking yang lengkap,Transaction,Email,positive,saya suka fitur mobile banking yang lengkap,6,0.22314460568451358,0,Low
FB00053,ATM sering tidak bisa digunakan,Loan,Call Center,negative,atm sering tidak bisa digunakan,3,0.21136854725851217,3,High
FB00546,Petugas bank ramah dan profesional,ATM,Mobile App,positive,petugas bank ramah dan profesional,1,0.031096285002941575,0,Low
FB00069,Transaksi saya gagal dan saldo belum kembali,Savings,ATM,negative,transaksi saya gagal dan saldo belum kembali,4,0.07976518594179097,3,High
FB01741,Saya sangat puas dengan layanan bank ini,Card,Mobile App,positive,saya sangat puas dengan layanan bank ini,1,0.09265928272652466,0,Low
FB01548,Aplikasi banking sering error saat saya gunakan,Mobile Banking,Call Center,negative,aplikasi banking sering error saat saya gunakan,3,0.1701897356859821,3,High
FB00184,Proses transaksi berjalan lancar dan cepat,Transaction,ATM,positive,proses transaksi berjalan lancar dan cepat,4,0.10629773296912669,0,Low
FB00138,Saya ingin mengetahui limit kartu kredit,Card,Call Center,neutral,saya ingin mengetahui limit kartu kredit,2,0.25019283653826707,1,Medium
FB00900,Saya ingin mengetahui jam operasional cabang,Loan,Email,neutral,saya ingin mengetahui jam operasional cabang,2,0.2455238818801823,1,Medium
FB00797,Bagaimana cara mengganti PIN kartu,Savings,Branch,neutral,bagaimana cara mengganti pin kartu,2,0.04933707118670494,1,Medium
FB00133,ATM sering tidak bisa digunakan,ATM,Call Center,negative,atm sering tidak bisa digunakan,3,0.21136854725851217,3,High
FB00081,Saya sangat puas dengan layanan bank ini,Loan,Mobile App,positive,saya sangat puas dengan layanan bank ini,1,0.09265928272652466,0,Low
FB01987,Transfer berhasil tanpa masalah,Savings,Branch,positive,transfer berhasil tanpa masalah,6,1.614786542755145e-06,0,Low
FB01541,Saya sangat puas dengan layanan bank ini,Mobile Banking,Mobile App,positive,saya sangat puas dengan layanan bank ini,1,0.09265928272652466,0,Low
FB00542,Aplikasi mobile banking sangat mudah digunakan,Customer Service,Branch,positive,aplikasi mobile banking sangat mudah digunakan,6,0.20989998208001634,0,Low
FB01669,Transaksi saya gagal dan saldo belum kembali,Customer Service,ATM,negative,transaksi saya gagal dan saldo belum kembali,4,0.07976518594179097,3,High
FB00984,Proses transaksi berjalan lancar dan cepat,Loan,ATM,positive,proses transaksi berjalan lancar dan cepat,4,0.10629773296912669,0,Low
FB00166,Petugas bank ramah dan profesional,Card,Mobile App,positive,petugas bank ramah dan profesional,1,0.031096285002941575,0,Low
FB00249,Transaksi saya gagal dan saldo belum kembali,Loan,ATM,negative,transaksi saya gagal dan saldo belum kembali,4,0.07976518594179097,3,High
FB00447,Transfer berhasil tanpa masalah,Savings,Branch,positive,transfer berhasil tanpa masalah,6,1.614786542755145e-06,0,Low
FB01515,Saya tidak puas dengan pelayanan bank,Customer Service,Email,negative,saya tidak puas dengan pelayanan bank,1,0.09336184129421808,3,High
FB00859,Apa syarat pengajuan KPR,Card,ATM,neutral,apa syarat pengajuan kpr,5,0.16188235170437767,1,Medium
FB01212,Saya kecewa karena biaya administrasi terlalu tinggi,Mobile Banking,Branch,negative,saya kecewa karena biaya administrasi terlalu tinggi,5,0.1152856150730353,3,High
FB00098,Saya ingin mengetahui limit kartu kredit,ATM,Call Center,neutral,saya ingin mengetahui limit kartu kredit,2,0.25019283653826707,1,Medium
FB01974,Aplikasi sulit digunakan dan sering logout,ATM,ATM,negative,aplikasi sulit digunakan dan sering logout,3,0.242213474053518,3,High
FB00738,Saya ingin mengetahui limit kartu kredit,Customer Service,Call Center,neutral,saya ingin mengetahui limit kartu kredit,2,0.25019283653826707,1,Medium
FB01256,Saya ingin informasi tentang produk tabungan,Customer Service,Mobile App,neutral,saya ingin informasi tentang produk tabungan,2,0.16840665324179388,1,Medium
FB00103,Pelayanan customer service sangat cepat dan membantu,Card,Call Center,positive,pelayanan customer service sangat cepat dan membantu,4,0.21081811532378333,0,Low
FB00435,Saya tidak puas dengan pelayanan bank,Mobile Banking,Email,negative,saya tidak puas dengan pelayanan bank,1,0.09336184129421808,3,High
FB00075,Saya tidak puas dengan pelayanan bank,Card,Email,negative,saya tidak puas dengan pelayanan bank,1,0.09336184129421808,3,High
FB01792,Saya kecewa karena biaya administrasi terlalu tinggi,ATM,Branch,negative,saya kecewa karena biaya administrasi terlalu tinggi,5,0.1152856150730353,3,High
FB01235,Saya tidak puas dengan pelayanan bank,Customer Service,Email,negative,saya tidak puas dengan pelayanan bank,1,0.09336184129421808,3,High
FB00919,Apa syarat pengajuan KPR,Transaction,ATM,neutral,apa syarat pengajuan kpr,5,0.16188235170437767,1,Medium
FB01712,Saya kecewa karena biaya administrasi terlalu tinggi,Loan,Branch,negative,saya kecewa karena biaya administrasi terlalu tinggi,5,0.1152856150730353,3,High
FB01671,Proses pengajuan kredit terlalu lama,Card,Mobile App,negative,proses pengajuan kredit terlalu lama,5,0.2129058517153481,3,High
FB01621,Saya sangat puas dengan layanan bank ini,Loan,Mobile App,positive,saya sangat puas dengan layanan bank ini,1,0.09265928272652466,0,Low
FB00763,Pelayanan customer service sangat cepat dan membantu,ATM,Call Center,positive,pelayanan customer service sangat cepat dan membantu,4,0.21081811532378333,0,Low
FB00990,Customer service lambat merespons keluhan saya,Customer Service,Email,negative,customer service lambat merespons keluhan saya,4,0.1837918353330011,3,High
FB00389,Transaksi saya gagal dan saldo belum kembali,Loan,ATM,negative,transaksi saya gagal dan saldo belum kembali,4,0.07976518594179097,3,High
FB00236,Saya ingin informasi tentang produk tabungan,Card,Mobile App,neutral,saya ingin informasi tentang produk tabungan,2,0.16840665324179388,1,Medium
FB01507,Transfer berhasil tanpa masalah,Transaction,Branch,positive,transfer berhasil tanpa masalah,6,1.614786542755145e-06,0,Low
FB00268,Aplikasi banking sering error saat saya gunakan,Transaction,Call Center,negative,aplikasi banking sering error saat saya gunakan,3,0.1701897356859821,3,High
FB01188,Aplikasi banking sering error saat saya gunakan,Card,Call Center,negative,aplikasi banking sering error saat saya gunakan,3,0.1701897356859821,3,High
FB00118,Saya ingin mengetahui limit kartu kredit,Savings,Call Center,neutral,saya ingin mengetahui limit kartu kredit,2,0.25019283653826707,1,Medium
FB01607,Transfer berhasil tanpa masalah,Loan,Branch,positive,transfer berhasil tanpa masalah,6,1.614786542755145e-06,0,Low
FB00674,Aplikasi sulit digunakan dan sering logout,Transaction,ATM,negative,aplikasi sulit digunakan dan sering logout,3,0.242213474053518,3,High
FB00250,Customer service lambat merespons keluhan saya,Card,Email,negative,customer service lambat merespons keluhan saya,4,0.1837918353330011,3,High
